Player,Rank
Rick Porcello,1.09570737549463
Max Scherzer,1.0933358828028312
Corey Kluber,1.0898971414739194
Marco Estrada,1.0791943479582478
Jose Quintana,1.069654335994287
David Price,1.0592094141992983
Clayton Kershaw,1.0523474649835491
Chris Sale,1.0519235657128727
Johnny Cueto,1.046449425128834
Ian Kennedy,1.0327351691036524
Jon Lester,1.0295118446892475
Chris Archer,1.0286255616998232
Justin Verlander,1.0249502629998628
Madison Bumgarner,1.0226008728777498
Hisashi Iwakuma,1.0193316224420277
Jose Fernandez,1.0129768044653704
Michael Pineda,1.0119306181161556
Aaron Sanchez,1.0098431593765143
Jake Odorizzi,1.0024050350571823
Noah Syndergaard,0.9997593796687669
Marcus Stroman,0.998822645466697
J.A. Happ,0.9882284760788923
Collin McHugh,0.9859160075713269
Zack Greinke,0.9807479026962583
Hector Santiago,0.9800531862333094
Jason Hammel,0.9774113985740762
Carlos Rodon,0.9772282504929329
Kenta Maeda,0.9757325369173755
Jake Arrieta,0.9743280004118078
Kevin Gausman,0.9710547403550663
Masahiro Tanaka,0.970503578691923
Cole Hamels,0.94635814438107
Kendall Graveman,0.9429756835649682
Ervin Santana,0.9389067532850932
Carlos Carrasco,0.9298456756480248
Jeff Samardzija,0.9297010254058345
CC Sabathia,0.9286827881120738
Michael Fulmer,0.9241113047037834
Dan Straily,0.9159107024645268
Archie Bradley,0.9120574476807685
Yordano Ventura,0.9103835847475503
Jeremy Hellickson,0.9102009517967635
Stephen Strasburg,0.9096620769781187
John Lackey,0.9073684027939881
Steven Wright,0.9072691169741989
Kyle Hendricks,0.9055494159698602
Tanner Roark,0.9019150977838044
Carlos Martinez,0.9013271918579556
Danny Duffy,0.9008068245370414
Yu Darvish,0.8954295631309218
Matt Shoemaker,0.895260050930771
Tyler Chatwood,0.8952353278028147
Eduardo Rodriguez,0.8924025937326969
Jerad Eickhoff,0.8884614556047835
Robbie Ray,0.8882157399885856
Drew Smyly,0.8854930616934473
Doug Fister,0.8794762544549025
Colby Lewis,0.8776014620179798
Josh Tomlin,0.8747385183408742
Julio Teheran,0.8714977696095851
Robert Gsellman,0.8705306055282528
Adam Wainwright,0.8690272132749484
Chris Tillman,0.8689917592089822
Dallas Keuchel,0.868530042512467
Jon Gray,0.8608848799903775
Gio Gonzalez,0.8578460902731064
Derek Holland,0.8555058686833946
Drew Pomeranz,0.8443930146426758
Jacob deGrom,0.8409630638004115
Matt Moore,0.8368987494755674
Zach Davies,0.8253343147014702
Vince Velasquez,0.8252010001481688
Jimmy Nelson,0.8193852642239515
Jhoulys Chacin,0.8178686464996083
Ubaldo Jimenez,0.8153856537188079
Ricky Nolasco,0.8135057136918094
Sean Manaea,0.8113144762903025
Mike Leake,0.8106945279470951
Taijuan Walker,0.7969839760759482
Brandon Finnegan,0.7961940200560631
Rich Hill,0.7931133011958449
Felix Hernandez,0.7907513406365797
Steven Matz,0.7803608530750514
Joe Musgrove,0.7696790789485642
Edinson Volquez,0.7685259470769091
Aaron Nola,0.7676328661031908
R.A. Dickey,0.7643535453882218
Patrick Corbin,0.7638461070875151
Danny Salazar,0.763682855909549
Anibal Sanchez,0.7605450712128701
Junior Guerra,0.7540456300999118
Trevor Bauer,0.7540118934593809
Mike Fiers,0.7488525708812801
Bartolo Colon,0.7457402260983955
Jaime Garcia,0.7421000497664897
Adam Conley,0.7185110304145153
Adam Morgan,0.708074837054509
Matt Andriese,0.7033326614393535
Scott Kazmir,0.7010225517732062
Daniel Norris,0.6979833001618384
Michael Wacha,0.6870504308610343
Lance McCullers Jr.,0.6857859023464183
Tom Koehler,0.6739038597684113
Tyler Duffey,0.6692587449791355
Mike Foltynewicz,0.6641298235489319
Wei-Yin Chen,0.6626767978950008
Chad Bettis,0.6603864774300384
Matthew Boyd,0.6449351372884173
Christian Friedrich,0.6433252328031166
Nate Karns,0.6412693483888314
A.J. Griffin,0.6388375628465247
Joe Ross,0.6241632989661918
Matt Harvey,0.6134432319782266
Jameson Taillon,0.6132522268577261
Kyle Gibson,0.6084144420921092
Chase Anderson,0.606054219361549
Luis Perdomo,0.603837715637459
Juan Nicasio,0.597678628593245
James Paxton,0.5916482684600733
Daniel Mengden,0.5903771506115181
Rubby De La Rosa,0.5895743240999348
Francisco Liriano,0.58223633976883
Miguel Gonzalez,0.5801260567635423
Jered Weaver,0.5787295576411141
Wily Peralta,0.576445817234574
Wade Miley,0.5723229163452723
Alex Reyes,0.5721419354510464
Bud Norris,0.5610493963124561
Julio Urias,0.5521553667404113
Andrew Miller,0.5450812133510469
Matt Wisler,0.5446919971406377
Blake Snell,0.5445022747141329
Anthony DeSclafani,0.541818240968447
Martin Perez,0.5381372227603103
James Shields,0.5208887482455676
Joe Kelly,0.5185058995905905
Nick Tropeano,0.508653724934829
Nathan Eovaldi,0.49698688142902714
Alex Wood,0.4945578803906336
Clay Buchholz,0.49319862896512645
Andrew Cashner,0.49315879633784726
Reynaldo Lopez,0.4872492006042032
Matt Garza,0.4656019057908624
Jorge De La Rosa,0.4625328303392699
Tyler Anderson,0.4576626690851656
Shelby Miller,0.45225676703075945
A.J. Cole,0.4491556441211738
Tyler Skaggs,0.4467801273709786
Dylan Bundy,0.43520204011321706
Garrett Richards,0.43110137599578224
Ivan Nova,0.4281850547925982
Kenley Jansen,0.4275039170331252
Craig Kimbrel,0.41761919532627356
David Phelps,0.4110663532680098
Luis Cessa,0.40055167432794825
Gerrit Cole,0.3994032653436647
Andrew Heaney,0.39744367214883974
Luis Severino,0.3902433937493508
Chad Kuhl,0.3891266280936028
Yovani Gallardo,0.38496234422155495
Luke Weaver,0.37707169208650654
Jose Urena,0.3767055985323308
