Player,ScaledRank
Justin Verlander,9.008010246367803
Yu Darvish,8.920749038026393
Stephen Strasburg,8.805069434483729
Max Scherzer,8.745102083064987
Jacob deGrom,8.704240743813346
Gerrit Cole,8.57073177584133
Mike Clevinger,8.549337428109016
Walker Buehler,8.468402279961072
Lance Lynn,8.460918415283663
Aaron Nola,8.38507894290737
Patrick Corbin,8.370825734687358
Jack Flaherty,8.35433074754354
Luis Castillo,8.271348655125717
Shane Bieber,8.228752938684575
Lucas Giolito,8.180078857488683
Charlie Morton,8.17391001049221
Chris Sale,8.15308630805996
Mike Minor,8.109269672849864
Zack Wheeler,8.092117747690393
Robbie Ray,8.049544291963944
Madison Bumgarner,7.912171608176698
Sonny Gray,7.90913367073294
Matthew Boyd,7.874110147950004
Steven Matz,7.838236918771739
Adam Wainwright,7.833557666068796
James Paxton,7.818033815371248
Jose Quintana,7.790943696151142
Jon Gray,7.787276247959893
Noah Syndergaard,7.747891507775849
Jake Odorizzi,7.710493937961349
Hyun Jin Ryu,7.6920865017365685
Anibal Sanchez,7.687796569786794
Domingo German,7.685606582174363
Kenta Maeda,7.6795967687189
Clayton Kershaw,7.679049512045348
Mike Soroka,7.625226138621419
Eric Lauer,7.605678528484446
Eduardo Rodriguez,7.599115133866904
Miles Mikolas,7.5724706352135085
Trevor Bauer,7.547566233891014
Brandon Woodruff,7.532503828446578
Julio Teheran,7.461398676314487
Marco Gonzales,7.385852864905532
Frankie Montas,7.38108284037067
Max Fried,7.29610580507351
Andrew Heaney,7.293720615797484
Caleb Smith,7.274796034325444
Tyler Glasnow,7.245613305344107
Sandy Alcantara,7.235963952840986
Jose Berrios,7.2088651250563185
Blake Snell,7.169512542386775
Trent Thornton,7.134141452203224
Dylan Bundy,7.1094129451126
Yonny Chirinos,7.071792501273026
Zack Greinke,7.0564889256212915
Reynaldo Lopez,7.000696871471193
J.A. Happ,6.963703541748016
Joey Lucchesi,6.906803757666168
Joe Musgrove,6.864725288688684
Mike Fiers,6.863441790525445
Chris Archer,6.733482970400804
Anthony DeSclafani,6.7278330430428275
Masahiro Tanaka,6.715114444094679
Zach Eflin,6.699849676579858
Kyle Hendricks,6.699674918387596
Asher Wojciechowski,6.6060619588612415
Homer Bailey,6.586536495064025
Rick Porcello,6.577428702153391
Jakob Junis,6.572329741453947
Jeff Samardzija,6.53343365378255
Chris Paddack,6.519373433030326
Kyle Gibson,6.517739359421644
Yusei Kikuchi,6.397412944080242
Jon Lester,6.37123479437636
Merrill Kelly,6.347971898036478
John Means,6.333015645262145
Zac Gallen,6.317377173587264
Jordan Lyles,6.290022851847194
Carlos Carrasco,6.216810065724828
Mike Foltynewicz,6.189680430248144
David Price,6.1718460633123255
Spencer Turnbull,6.110274284593722
German Marquez,6.10926496470856
Zach Davies,6.107615259454162
Brad Keller,6.0992379052849195
Dallas Keuchel,6.079998863304378
Jake Arrieta,5.962094190996301
Michael Pineda,5.9170501078807956
Chris Bassitt,5.874934460670203
Adam Plutko,5.823945696941609
David Hess,5.802960902833849
Tyler Beede,5.790200951229241
Tanner Roark,5.788307579631487
Mike Leake,5.781869465087466
Tommy Milone,5.7613029773782465
Cole Hamels,5.739415628558466
Dinelson Lamet,5.684372269997929
Tyler Skaggs,5.664656784305924
Josh Hader,5.638598078939606
Wade Miley,5.631818951042309
Drew Pomeranz,5.616608512235251
Vince Velasquez,5.603242811932295
Chase Anderson,5.572120901324706
Ivan Nova,5.571916067419452
