Player,Rank
Gerrit Cole,1.1408978653151813
Max Scherzer,1.13718812150192
Justin Verlander,1.109421527199432
Jacob deGrom,1.1009343061890413
Patrick Corbin,1.0751703162814843
Trevor Bauer,1.0691954749103438
James Paxton,1.0607560677505556
Carlos Carrasco,1.058372183432915
Aaron Nola,1.0555483759273827
Luis Severino,1.0472149825080972
Mike Foltynewicz,1.0471655334411902
Chris Sale,1.0450317061254886
Corey Kluber,1.0413159418352833
German Marquez,1.036785652671296
Mike Clevinger,1.0092400497505567
Walker Buehler,1.0021797719849987
Zack Greinke,1.0021533409318883
Jakob Junis,1.0015571870885744
Dallas Keuchel,0.9989899707295644
Kyle Gibson,0.9986198341402162
Rick Porcello,0.983436260104795
David Price,0.9832741873460151
Jose Berrios,0.9830416106853651
Reynaldo Lopez,0.9770709817609163
Rich Hill,0.9754673382465398
Dylan Bundy,0.9752216081844048
Charlie Morton,0.97470204053043
Matthew Boyd,0.9704443123904996
Kyle Freeland,0.9651574973370404
Clayton Kershaw,0.9645663525396767
Joey Lucchesi,0.9642212093707906
Blake Snell,0.959834291099707
Tyler Anderson,0.9581228918228847
Stephen Strasburg,0.9560770826608276
Andrew Heaney,0.9557646194458495
Zack Godley,0.9456120526652749
Nick Pivetta,0.9442428520834886
Miles Mikolas,0.941173273259476
J.A. Happ,0.9405819775759423
Jose Quintana,0.9383670719613108
Kyle Hendricks,0.9377485725505742
Mike Leake,0.9229230345830332
Jack Flaherty,0.9210020763682628
Robbie Ray,0.919990448603219
Luis Castillo,0.9195293514444901
James Shields,0.9173013435782137
Masahiro Tanaka,0.9134781737493383
Kenta Maeda,0.907492258961632
Jhoulys Chacin,0.906937424927649
Marco Gonzales,0.9046056025748458
Madison Bumgarner,0.9014590671108728
Mike Fiers,0.8983133559514083
Steven Matz,0.8923821293616557
Jake Odorizzi,0.8906462423918887
Eduardo Rodriguez,0.8904202083169028
Lance Lynn,0.880037399133514
Danny Duffy,0.8789702964560886
Noah Syndergaard,0.8775892082672941
Jon Lester,0.8759715020756069
Lance McCullers Jr.,0.8752101227296778
Jon Gray,0.8730337101359338
Sean Newcomb,0.8678500290636704
Wade LeBlanc,0.8663602448466499
Zack Wheeler,0.8617012551298163
Freddy Peralta,0.8492359166192697
Jose Urena,0.8359902226298306
CC Sabathia,0.8325790790547897
Julio Teheran,0.8283324362358692
Mike Minor,0.8264305300920513
Sandy Alcantara,0.8259708836190006
Matt Harvey,0.8238541307724112
Jordan Zimmermann,0.8223133966866325
Derek Holland,0.8148172918018952
Cole Hamels,0.8110040525032466
Kevin Gausman,0.80368002485693
Ross Stripling,0.800459465871597
Vince Velasquez,0.7943262520170498
Shane Bieber,0.7882728749660053
Zach Eflin,0.7845051477147225
Chris Archer,0.7789141447360458
Dan Straily,0.775816020237857
Chris Stratton,0.7751562176778529
Anibal Sanchez,0.7720669308338908
Jameson Taillon,0.769469199222228
Trevor Williams,0.7677627288156592
Tyler Skaggs,0.7665795534726885
Edwin Jackson,0.7662486585621701
Sean Manaea,0.7619369349413538
Felix Hernandez,0.7606061601158536
Josh Hader,0.7536370786679403
Shohei Ohtani,0.7531094501938539
Tanner Roark,0.74548870045982
Andrew Cashner,0.7438690311722691
Garrett Richards,0.7424585237890825
Nathan Eovaldi,0.7360531343691336
Michael Fulmer,0.7342218412268884
Gio Gonzalez,0.7339781479661339
Alex Wood,0.7332877692597752
Hyun Jin Ryu,0.7310589641356928
Trevor Richards,0.7260830904403051
Sam Gaviglio,0.7210887935468935
Felix Pena,0.7177761515711564
Jake Arrieta,0.7144444193792421
Matt Shoemaker,0.7112555550365658
Lucas Giolito,0.706495754157418
Francisco Liriano,0.7064488119885989
Wade Miley,0.6944827717831306
Carlos Rodon,0.6936863529189787
Sonny Gray,0.6904250679897411
Joe Musgrove,0.677614882570396
Wei-Yin Chen,0.6745672939498071
Marco Estrada,0.6740431645792595
Jaime Barria,0.673585692329743
