,winner,loser,score
0,A. j. Ellis,Adrian Gonzalez,0
1,A. j. Ellis,Alex Gordon,6
2,A. j. Ellis,Alfonso Soriano,0
3,A. j. Ellis,Carl Crawford,3
4,A. j. Ellis,Chase Headley,4
5,A. j. Ellis,Chase Utley,1
6,A. j. Ellis,Chris Coghlan,0
7,A. j. Ellis,David Freese,0
8,A. j. Ellis,David Lough,9
9,A. j. Ellis,David Ortiz,1
10,A. j. Ellis,Denard Span,13
11,A. j. Ellis,Derek Dietrich,0
12,A. j. Ellis,Eric Chavez,0
13,A. j. Ellis,Freddie Freeman,12
14,A. j. Ellis,Gerardo Parra,1
15,A. j. Ellis,Giancarlo Stanton,8
16,A. j. Ellis,Gregor Blanco,3
17,A. j. Ellis,Ian Desmond,0
18,A. j. Ellis,Jacoby Ellsbury,6
19,A. j. Ellis,Jason Kipnis,7
20,A. j. Ellis,Jay Bruce,7
21,A. j. Ellis,Jedd Gyorko,0
22,A. j. Ellis,Jon Jay,0
23,A. j. Ellis,Josh Harrison,2
24,A. j. Ellis,Juan Pierre,8
25,A. j. Ellis,Junior Lake,7
26,A. j. Ellis,Justin Upton,0
27,A. j. Ellis,Kurt Suzuki,11
28,A. j. Ellis,Marlon Byrd,0
29,A. j. Ellis,Matt Adams,0
30,A. j. Ellis,Matt Carpenter,0
31,A. j. Ellis,Michael Brantley,7
32,A. j. Ellis,Michael Cuddyer,10
33,Michael Cuddyer,A. j. Ellis,10
34,A. j. Ellis,Miguel Tejada,3
35,Miguel Tejada,A. j. Ellis,3
36,A. j. Ellis,Troy Tulowitzki,5
37,A. j. Ellis,Will Venable,0
38,A. j. Ellis,Yadier Molina,4
39,A. j. Ellis,Yasiel Puig,0
40,A. j. Pierzynski,Adam Dunn,0
41,A. j. Pierzynski,Alex Gordon,1
42,A. j. Pierzynski,Asdrubal Cabrera,0
43,A. j. Pierzynski,Ben Zobrist,0
44,A. j. Pierzynski,Brandon Moss,0
45,A. j. Pierzynski,Carlos Santana,0
46,A. j. Pierzynski,Chris Parmelee,6
47,A. j. Pierzynski,Colby Rasmus,0
48,A. j. Pierzynski,David Lough,3
49,A. j. Pierzynski,Emilio Bonifacio,0
50,A. j. Pierzynski,Freddie Freeman,0
51,A. j. Pierzynski,Gordon Beckham,6
52,A. j. Pierzynski,Hank Conger,7
53,A. j. Pierzynski,James Loney,3
54,James Loney,A. j. Pierzynski,3
55,A. j. Pierzynski,Jamey Carroll,3
56,Jamey Carroll,A. j. Pierzynski,3
57,A. j. Pierzynski,Jarrod Saltalamacchia,8
58,A. j. Pierzynski,Jason Kipnis,9
59,A. j. Pierzynski,Josh Reddick,3
60,Josh Reddick,A. j. Pierzynski,3
61,A. j. Pierzynski,Justin Morneau,0
62,A. j. Pierzynski,Kyle Seager,0
63,A. j. Pierzynski,Leonys Martín,0
64,A. j. Pierzynski,Lonnie Chisenhall,0
65,A. j. Pierzynski,Lorenzo Cain,3
66,A. j. Pierzynski,Matthew Joyce,3
67,A. j. Pierzynski,Michael Brantley,4
68,A. j. Pierzynski,Mike Moustakas,9
69,Mike Moustakas,A. j. Pierzynski,9
70,A. j. Pierzynski,Mike Trout,0
71,A. j. Pierzynski,Nate Mclouth,1
72,A. j. Pierzynski,Nick Swisher,0
73,A. j. Pierzynski,Robinson Cano,3
74,Robinson Cano,A. j. Pierzynski,3
75,A. j. Pierzynski,Ryan Doumit,4
76,A. j. Pierzynski,Travis Hafner,1
77,A. j. Pierzynski,Tyler Flowers,0
78,Aaron Hicks,Adam Dunn,0
79,Aaron Hicks,Adam Jones,10
80,Aaron Hicks,Andy Dirks,0
