,winner,loser,who_won,score
0,A. j. Ellis,Anibal Sanchez,batter,2
1,A. j. Ellis,Barry Zito,batter,2
2,A. j. Ellis,Bronson Arroyo,batter,2
3,A. j. Ellis,Clayton Richard,batter,3
4,A. j. Ellis,Oliver Perez,batter,3
5,A. j. Pierzynski,Anthony Lerew,batter,3
6,A. j. Pierzynski,Bruce Chen,batter,12
7,A. j. Pierzynski,Felix Hernandez,batter,6
8,A. j. Pierzynski,Fernando Rodney,batter,6
9,A. j. Pierzynski,Gil Meche,batter,3
10,A. j. Pierzynski,Jake Arrieta,batter,2
11,A. j. Pierzynski,Jered Weaver,batter,2
12,A. j. Pierzynski,Justin Germano,batter,3
13,A. j. Pierzynski,Justin Verlander,batter,6
14,A. j. Pierzynski,Kyle Davies,batter,3
15,A. j. Pierzynski,Matt Capps,batter,3
16,A. j. Pierzynski,Max Scherzer,batter,15
17,A. j. Pierzynski,Randy Wells,batter,6
18,A. j. Pierzynski,Rich Harden,batter,6
19,A. j. Pierzynski,Rick Porcello,batter,3
20,A. j. Pierzynski,Rick Van Den Hurk,batter,6
21,A. j. Pierzynski,Ryan Rowland-Smith,batter,3
22,A. j. Pierzynski,Tommy Hanson,batter,3
23,A. j. Pierzynski,Trevor Cahill,batter,3
24,A.J. Burnett,Bengie Molina,pitcher,1
25,A.J. Burnett,Cliff Pennington,pitcher,1
26,A.J. Burnett,Hideki Matsui,pitcher,2
27,A.J. Burnett,Jack Cust,pitcher,6
28,A.J. Burnett,Josh Hamilton,pitcher,1
29,A.J. Burnett,Justin Morneau,pitcher,1
30,A.J. Burnett,Kurt Suzuki,pitcher,3
31,A.J. Burnett,Lyle Overbay,pitcher,7
32,A.J. Burnett,Mark Ellis,pitcher,6
33,A.J. Burnett,Matt Tuiasosopo,pitcher,1
34,A.J. Burnett,Matt Watson,pitcher,3
35,A.J. Burnett,Michael Young,pitcher,6
36,A.J. Burnett,Nick Markakis,pitcher,6
37,Aaron Cunningham,Brett Cecil,batter,12
38,Aaron Cunningham,Brian Matusz,batter,3
39,Aaron Cunningham,Fernando Salas,batter,3
40,Aaron Cunningham,J.D. Martin,batter,6
41,Aaron Cunningham,Jeff Francis,batter,3
42,Aaron Cunningham,Jonathan Sanchez,batter,2
43,Aaron Cunningham,Paul Maholm,batter,9
44,Aaron Harang,Albert Pujols,pitcher,1
45,Aaron Harang,Andres Torres,pitcher,1
46,Aaron Harang,Aubrey Huff,pitcher,1
47,Aaron Harang,Blake Dewitt,pitcher,1
48,Aaron Harang,Brett Carroll,pitcher,1
49,Aaron Harang,Brian Mccann,pitcher,1
50,Aaron Harang,Casey Blake,pitcher,1
51,Aaron Harang,Chipper Jones,pitcher,6
52,Aaron Harang,Colby Rasmus,pitcher,3
53,Aaron Harang,Cory Sullivan,pitcher,1
54,Aaron Harang,Cristian Guzman,pitcher,1
55,Aaron Harang,Eric Hinske,pitcher,2
56,Aaron Harang,George Kottaras,pitcher,1
57,Aaron Harang,James Loney,pitcher,7
58,Aaron Harang,Jason Donald,pitcher,1
59,Aaron Harang,Jayson Werth,pitcher,1
60,Aaron Harang,Jimmy Rollins,pitcher,1
61,Aaron Harang,Jose Lopez,pitcher,1
62,Aaron Harang,Josh Willingham,pitcher,6
63,Aaron Harang,Juan Uribe,pitcher,1
64,Aaron Harang,Mike Carp,pitcher,1
65,Aaron Harang,Mike Fontenot,pitcher,2
66,Aaron Harang,Nyjer Morgan,pitcher,6
67,Aaron Harang,Pablo Sandoval,pitcher,1
68,Aaron Harang,Roger Bernadina,pitcher,1
69,Aaron Harang,Ryan Howard,pitcher,1
70,Aaron Harang,Ryan Ludwick,pitcher,6
71,Aaron Harang,Ryan Zimmerman,pitcher,1
72,Aaron Harang,Shane Victorino,pitcher,2
73,Aaron Harang,Shin-soo Choo,pitcher,1
