,winner,loser,score
0,A. j. Ellis,Allen Craig,1
1,Allen Craig,A. j. Ellis,1
2,A. j. Ellis,Andre Ethier,0
3,A. j. Ellis,Carlos Beltran,0
4,A. j. Ellis,Carlos Gonzalez,0
5,A. j. Ellis,Chase Headley,1
6,Chase Headley,A. j. Ellis,1
7,A. j. Ellis,Giancarlo Stanton,0
8,A. j. Ellis,Greg Dobbs,2
9,A. j. Ellis,Jordan Pacheco,0
10,A. j. Ellis,Lucas Duda,0
11,A. j. Ellis,Ty Wigginton,1
12,Ty Wigginton,A. j. Ellis,1
13,A. j. Pierzynski,Aaron Hill,0
14,A. j. Pierzynski,Andrew Mccutchen,4
15,A. j. Pierzynski,Angel Pagan,1
16,A. j. Pierzynski,Austin Jackson,0
17,A. j. Pierzynski,Chris Johnson,3
18,Chris Johnson,A. j. Pierzynski,3
19,A. j. Pierzynski,Dan Uggla,0
20,A. j. Pierzynski,David Freese,3
21,David Freese,A. j. Pierzynski,3
22,A. j. Pierzynski,Dayán Viciedo,0
23,A. j. Pierzynski,Edwin Encarnacion,0
24,A. j. Pierzynski,Joey Votto,0
25,A. j. Pierzynski,Lou Marson,3
26,Lou Marson,A. j. Pierzynski,3
27,A. j. Pierzynski,Marco Scutaro,3
28,Marco Scutaro,A. j. Pierzynski,3
29,A. j. Pierzynski,Mark Trumbo,0
30,A. j. Pierzynski,Nelson Cruz,1
31,A. j. Pierzynski,Prince Fielder,0
32,A. j. Pierzynski,Reed Johnson,3
33,Reed Johnson,A. j. Pierzynski,3
34,A. j. Pierzynski,Ryan Doumit,0
35,A. j. Pierzynski,Trevor Plouffe,0
36,Aaron Hill,A. j. Pierzynski,8
37,Aaron Hill,Andre Ethier,14
38,Aaron Hill,Giancarlo Stanton,7
39,Aaron Hill,Ian Desmond,1
40,Aaron Hill,Jordan Pacheco,3
41,Aaron Hill,Josh Hamilton,0
42,Aaron Hill,Justin Ruggiano,0
43,Aaron Hill,Justin Upton,6
44,Aaron Hill,Nelson Cruz,0
45,Aaron Hill,Rickie Weeks,6
46,Rickie Weeks,Aaron Hill,6
47,Adam Dunn,Alejandro De aza,0
48,Adam Dunn,Dayán Viciedo,0
49,Adam Dunn,Ian Kinsler,0
50,Adam Dunn,Logan Morrison,0
51,Adam Jones,Adam Lind,0
52,Adam Jones,Albert Pujols,9
53,Albert Pujols,Adam Jones,9
54,Adam Jones,Austin Jackson,0
55,Adam Jones,Carlos Pena,0
56,Adam Jones,Chris Davis,1
57,Adam Jones,Cody Ross,21
58,Adam Jones,Josh Hamilton,0
59,Adam Jones,Mark Reynolds,0
60,Adam Jones,Matt Wieters,3
61,Adam Jones,Mike Carp,8
62,Adam Jones,Raul Ibanez,2
63,Adam Jones,Ryan Doumit,3
64,Adam Jones,Travis Hafner,0
65,Adam Kennedy,Jordan Pacheco,6
66,Jordan Pacheco,Adam Kennedy,6
67,Adam Kennedy,Jose Tabata,0
68,Adam Kennedy,Will Venable,7
69,Adam Laroche,Brandon Phillips,4
70,Adam Laroche,David Wright,3
71,Adam Laroche,Hunter Pence,9
72,Hunter Pence,Adam Laroche,9
73,Adam Laroche,Ike Davis,1
74,Adam Laroche,Jose Reyes,6
75,Jose Reyes,Adam Laroche,6
76,Adam Laroche,Omar Infante,3
77,Omar Infante,Adam Laroche,3
78,Adam Laroche,Shane Victorino,9
79,Shane Victorino,Adam Laroche,9
80,Adam Lind,Adam Jones,1
81,Adrian Beltre,Albert Pujols,0
82,Adrian Beltre,Alcides Escobar,1
83,Adrian Beltre,Andy Dirks,26
84,Adrian Beltre,Austin Jackson,0
85,Adrian Beltre,Brandon Moss,0
86,Adrian Beltre,Carlos Santana,33
87,Adrian Beltre,Chris Davis,37
88,Adrian Beltre,David Murphy,21
89,Adrian Beltre,Edwin Encarnacion,18
90,Adrian Beltre,Ezequiel Carrera,0
91,Adrian Beltre,Gordon Beckham,11
92,Adrian Beltre,Ian Kinsler,39
93,Adrian Beltre,J. j. Hardy,0
94,Adrian Beltre,Joe Mauer,2
95,Adrian Beltre,Jon Jay,3
96,Adrian Beltre,Jordan Pacheco,0
97,Adrian Beltre,Josh Hamilton,28
98,Adrian Beltre,Justin Morneau,6
99,Justin Morneau,Adrian Beltre,6
100,Adrian Beltre,Kevin Youkilis,36
101,Adrian Beltre,Miguel Cabrera,0
102,Adrian Beltre,Mike Aviles,3
103,Adrian Beltre,Omar Infante,3
104,Adrian Beltre,Paul Konerko,3
105,Adrian Beltre,Raul Ibanez,0
106,Adrian Beltre,Ryan Doumit,7
107,Adrian Beltre,Torii Hunter,2
108,Adrian Gonzalez,Alfonso Soriano,1
109,Adrian Gonzalez,Brett Lawrie,0
110,Adrian Gonzalez,Darwin Barney,0
111,Adrian Gonzalez,David Ortiz,0
112,Adrian Gonzalez,Dustin Pedroia,3
113,Adrian Gonzalez,Giancarlo Stanton,0
114,Adrian Gonzalez,Shane Victorino,3
115,Adrian Gonzalez,Starlin Castro,0
116,Adrian Gonzalez,Torii Hunter,3
117,Torii Hunter,Adrian Gonzalez,3
118,Adrian Gonzalez,Will Venable,2
119,Albert Pujols,Adam Jones,9
120,Adam Jones,Albert Pujols,9
121,Albert Pujols,Adrian Beltre,4
122,Albert Pujols,Austin Jackson,0
123,Albert Pujols,Cody Ross,6
124,Albert Pujols,Dustin Pedroia,13
125,Albert Pujols,Edwin Encarnacion,3
126,Albert Pujols,Gordon Beckham,5
127,Gordon Beckham,Albert Pujols,5
128,Albert Pujols,Howie Kendrick,0
129,Albert Pujols,J. p. Arencibia,5
130,Albert Pujols,Jacoby Ellsbury,8
131,Albert Pujols,Josh Hamilton,18
132,Albert Pujols,Kevin Youkilis,8
133,Albert Pujols,Miguel Cabrera,1
134,Albert Pujols,Prince Fielder,3
135,Albert Pujols,Raul Ibanez,0
136,Albert Pujols,Ryan Doumit,12
137,Alberto Callaspo,Brandon Moss,0
138,Alberto Callaspo,Erick Aybar,0
