,winner,loser,who_won,score
0,A. j. Ellis,Bronson Arroyo,batter,3
1,A. j. Ellis,Clayton Richard,batter,3
2,A. j. Ellis,Esmil Rogers,batter,3
3,A. j. Ellis,Jason Marquis,batter,6
4,A. j. Ellis,Jhoulys Chacin,batter,3
5,A. j. Ellis,Matt Belisle,batter,3
6,A. j. Pierzynski,Anthony Lerew,batter,3
7,A. j. Pierzynski,Boone Logan,batter,3
8,A. j. Pierzynski,Brett Anderson,batter,3
9,A. j. Pierzynski,Brian Duensing,batter,3
10,A. j. Pierzynski,Brian Fuentes,batter,3
11,A. j. Pierzynski,Carl Pavano,batter,3
12,A. j. Pierzynski,Carlos Marmol,batter,2
13,A. j. Pierzynski,David Pauley,batter,3
14,A. j. Pierzynski,Dusty Hughes,batter,2
15,A. j. Pierzynski,Francisco Liriano,batter,5
16,A. j. Pierzynski,Frank Herrmann,batter,12
17,A. j. Pierzynski,Gil Meche,batter,3
18,A. j. Pierzynski,Glen Perkins,batter,6
19,A. j. Pierzynski,Jeremy Bonderman,batter,3
20,A. j. Pierzynski,Kevin Millwood,batter,3
21,A. j. Pierzynski,Randy Choate,batter,3
22,A. j. Pierzynski,Rich Harden,batter,9
23,A. j. Pierzynski,Tommy Hanson,batter,3
24,Aaron Cook,Aaron Rowand,pitcher,1
25,Aaron Cook,Bengie Molina,pitcher,1
26,Aaron Cook,Brandon Phillips,pitcher,1
27,Aaron Cook,Brett Carroll,pitcher,1
28,Aaron Cook,Carlos Lee,pitcher,1
29,Aaron Cook,Casey Blake,pitcher,1
30,Aaron Cook,Chris Young,pitcher,1
31,Aaron Cook,Clay Hensley,batter,3
32,Aaron Cook,Cory Luebke,pitcher,6
33,Aaron Cook,David Eckstein,pitcher,2
34,Aaron Cook,Drew Stubbs,pitcher,6
35,Aaron Cook,Freddy Sanchez,pitcher,1
36,Aaron Cook,Garret Anderson,pitcher,1
37,Aaron Cook,Hiroki Kuroda,batter,3
38,Aaron Cook,Ian Desmond,pitcher,1
39,Aaron Cook,Joey Votto,pitcher,6
40,Aaron Cook,Jonny Gomes,pitcher,6
41,Aaron Cook,Jorge Cantu,pitcher,2
42,Aaron Cook,Juan Uribe,pitcher,1
43,Aaron Cook,Miguel Tejada,pitcher,1
44,Aaron Cook,Mike Jacobs,pitcher,1
45,Aaron Cook,Rod Barajas,pitcher,1
46,Aaron Cook,Roy Halladay,pitcher,6
47,Aaron Cook,Scott Rolen,pitcher,1
48,Aaron Cook,Tony Gwynn,pitcher,6
49,Aaron Cook,Wes Helms,pitcher,6
50,Aaron Cunningham,Barry Enright,batter,3
51,Aaron Cunningham,Gustavo Chacin,batter,6
52,Aaron Cunningham,Jason Hammel,batter,6
53,Aaron Cunningham,Jorge De La Rosa,batter,7
54,Aaron Cunningham,Kyle Lohse,batter,6
55,Aaron Cunningham,Livan Hernandez,batter,3
56,Aaron Cunningham,Manny Corpas,batter,6
57,Aaron Cunningham,Matt Belisle,batter,12
58,Aaron Harang,Albert Pujols,pitcher,7
59,Aaron Harang,Alfonso Soriano,pitcher,6
60,Aaron Harang,Andrew Mccutchen,pitcher,1
61,Aaron Harang,Andy Marte,pitcher,1
62,Aaron Harang,Austin Kearns,pitcher,7
63,Aaron Harang,Brendan Ryan,pitcher,19
64,Aaron Harang,Brett Carroll,pitcher,1
65,Aaron Harang,Brooks Conrad,pitcher,6
66,Aaron Harang,Buster Posey,pitcher,1
67,Aaron Harang,Carlos Lee,pitcher,7
68,Aaron Harang,Carlos Zambrano,pitcher,12
69,Aaron Harang,Casey Blake,pitcher,2
70,Aaron Harang,Chris Carpenter,pitcher,1
71,Aaron Harang,Cody Ross,pitcher,6
72,Aaron Harang,Dane Sardinha,pitcher,1
