,winner,loser,who_won,score
0,A. j. Ellis,Andrew Suarez,batter,3
1,A. j. Ellis,Jameson Taillon,batter,3
2,A. j. Ellis,Kyle Freeland,batter,6
3,A. j. Ellis,Miles Mikolas,batter,3
4,A. j. Ellis,Reyes Moronta,batter,4
5,A. j. Ellis,Vince Velasquez,batter,3
6,A.J. Cole,Adam Engel,pitcher,6
7,A.J. Cole,Adam Jones,pitcher,2
8,A.J. Cole,Adam Moore,pitcher,6
9,A.J. Cole,Adrian Beltre,pitcher,1
10,A.J. Cole,Amed Rosario,pitcher,6
11,A.J. Cole,Andrelton Simmons,pitcher,1
12,A.J. Cole,Austin Dean,pitcher,1
13,A.J. Cole,Austin Jackson,pitcher,6
14,A.J. Cole,Austin Wynns,pitcher,1
15,A.J. Cole,Avisail Garcia,pitcher,13
16,A.J. Cole,Ben Gamel,pitcher,1
17,A.J. Cole,Brandon Mccarthy,pitcher,6
18,A.J. Cole,Caleb Joseph,pitcher,6
19,A.J. Cole,Carlos Correa,pitcher,1
20,A.J. Cole,Chad Pinder,pitcher,6
21,A.J. Cole,Charlie Culberson,pitcher,7
22,A.J. Cole,Chris Young,pitcher,6
23,A.J. Cole,Danny Valencia,pitcher,7
24,A.J. Cole,Dansby Swanson,pitcher,13
25,A.J. Cole,Devon Travis,pitcher,2
26,A.J. Cole,Evan Gattis,pitcher,1
27,A.J. Cole,George Springer,pitcher,1
28,A.J. Cole,Ian Kinsler,pitcher,1
29,A.J. Cole,Isiah Kiner-falefa,pitcher,2
30,A.J. Cole,J. d. Davis,pitcher,1
31,A.J. Cole,J. d. Martinez,pitcher,6
32,A.J. Cole,Jake Marisnick,pitcher,1
33,A.J. Cole,Jean Segura,pitcher,6
34,A.J. Cole,Jefry Marte,pitcher,6
35,A.J. Cole,Jesus Sucre,pitcher,6
36,A.J. Cole,Jonathan Schoop,pitcher,6
37,A.J. Cole,Jose Bautista,pitcher,12
38,A.J. Cole,Jose Briceno,pitcher,6
39,A.J. Cole,José Abreu,pitcher,1
40,A.J. Cole,Juan Lagares,pitcher,1
41,A.J. Cole,Khris Davis,pitcher,6
42,A.J. Cole,Kurt Suzuki,pitcher,6
43,A.J. Cole,Manny Machado,pitcher,7
44,A.J. Cole,Mark Canha,pitcher,6
45,A.J. Cole,Mark Trumbo,pitcher,6
46,A.J. Cole,Matt Chapman,pitcher,2
47,A.J. Cole,Matt Davidson,pitcher,7
48,A.J. Cole,Matt Duffy,pitcher,1
49,A.J. Cole,Mike Zunino,pitcher,6
50,A.J. Cole,Mitch Haniger,pitcher,1
51,A.J. Cole,Mookie Betts,pitcher,6
52,A.J. Cole,Nick Markakis,pitcher,1
53,A.J. Cole,Preston Tucker,pitcher,1
54,A.J. Cole,Renato Nunez,pitcher,6
55,A.J. Cole,Robinson Chirinos,pitcher,6
56,A.J. Cole,Ryan Rua,pitcher,1
57,A.J. Cole,Salvador Perez,pitcher,6
58,A.J. Cole,Stephen Piscotty,pitcher,2
59,A.J. Cole,Teoscar Hernandez,pitcher,6
60,A.J. Cole,Tim Beckham,pitcher,1
61,A.J. Cole,Todd Frazier,pitcher,6
62,A.J. Cole,Trey Mancini,pitcher,8
63,A.J. Cole,Tyler Flowers,pitcher,6
64,A.J. Cole,Whit Merrifield,pitcher,6
65,A.J. Cole,Willy Adames,pitcher,1
66,A.J. Cole,Wilmer Flores,pitcher,1
67,A.J. Cole,Xander Bogaerts,pitcher,7
68,A.J. Cole,Yadiel Rivera,pitcher,2
69,A.J. Cole,Zack Cozart,pitcher,2
70,AJ Ramos,Adam Eaton,pitcher,1
71,AJ Ramos,Carlos Santana,pitcher,6
72,AJ Ramos,Jb Shuck,pitcher,1
73,AJ Ramos,Jose Martinez,pitcher,1
74,AJ Ramos,Kurt Suzuki,pitcher,1
75,AJ Ramos,Lewis Brinson,pitcher,6
76,AJ Ramos,Nick Ahmed,pitcher,1
77,AJ Ramos,Nick Williams,pitcher,1
78,AJ Ramos,Rhys Hoskins,pitcher,6
79,AJ Ramos,Ronald Acuna,pitcher,6
80,AJ Ramos,Yadiel Rivera,pitcher,1
81,Aaron Altherr,Brandon McCarthy,batter,6
82,Aaron Altherr,Brett Graves,batter,2
83,Aaron Altherr,Chris Stratton,batter,2
84,Aaron Altherr,Daniel Hudson,batter,2
85,Aaron Altherr,Derek Holland,batter,12
86,Aaron Altherr,Jacob Turner,batter,2
87,Aaron Altherr,Julio Teheran,batter,2
88,Aaron Altherr,Kyle Barraclough,batter,2
89,Aaron Altherr,Luiz Gohara,batter,2
90,Aaron Altherr,Max Scherzer,batter,1
91,Aaron Altherr,Richard Rodriguez,batter,3
92,Aaron Altherr,Robbie Ray,batter,6
93,Aaron Altherr,Shane Carle,batter,12
94,Aaron Altherr,Steve Cishek,batter,12
95,Aaron Altherr,Zack Greinke,batter,12
96,Aaron Bummer,Ben Gamel,pitcher,6
97,Aaron Bummer,Chris Davis,pitcher,6
98,Aaron Bummer,Derek Fisher,pitcher,1
99,Aaron Bummer,Eduardo Escobar,pitcher,1
100,Aaron Bummer,Jackie Bradley,pitcher,1
101,Aaron Bummer,Javier Baez,pitcher,1
102,Aaron Bummer,Jeimer Candelario,pitcher,6
103,Aaron Bummer,Jose Ramirez,pitcher,6
104,Aaron Bummer,Khris Davis,pitcher,1
105,Aaron Bummer,Max Kepler,pitcher,1
106,Aaron Bummer,Robbie Grossman,pitcher,6
107,Aaron Bummer,Rougned Odor,pitcher,1
108,Aaron Bummer,Shohei Ohtani,pitcher,6
109,Aaron Bummer,Taylor Ward,pitcher,6
110,Aaron Hicks,Brad Keller,batter,3
111,Aaron Hicks,Brett Anderson,batter,3
112,Aaron Hicks,Chris Sale,batter,1
113,Aaron Hicks,Danny Duffy,batter,2
114,Aaron Hicks,David Hess,batter,12
115,Aaron Hicks,Dylan Bundy,batter,2
116,Aaron Hicks,Dylan Covey,batter,3
117,Aaron Hicks,Evan Phillips,batter,2
118,Aaron Hicks,Francisco Liriano,batter,3
119,Aaron Hicks,Garrett Richards,batter,2
120,Aaron Hicks,Hector Rondon,batter,6
121,Aaron Hicks,Jake Arrieta,batter,3
122,Aaron Hicks,Jakob Junis,batter,5
123,Aaron Hicks,Javy Guerra,batter,1
124,Aaron Hicks,Jimmy Yacabonis,batter,3
125,Aaron Hicks,Joe Jimenez,batter,2
126,Aaron Hicks,Joe Kelly,batter,9
127,Aaron Hicks,Jose Leclerc,batter,2
128,Aaron Hicks,Justin Verlander,batter,1
129,Aaron Hicks,Marcus Stroman,batter,2
130,Aaron Hicks,Mike Fiers,batter,14
131,Aaron Hicks,Mike Wright,batter,12
132,Aaron Hicks,Paul Fry,batter,6
133,Aaron Hicks,Rick Porcello,batter,2
134,Aaron Hicks,Ryan Brasier,batter,2
135,Aaron Hicks,Sean Reid-Foley,batter,2
136,Aaron Hicks,Zach Eflin,batter,3
137,Aaron Judge,Alex Wilson,batter,2
138,Aaron Judge,Andrew Cashner,batter,12
139,Aaron Judge,Anthony Swarzak,batter,12
140,Aaron Judge,Austin Pruitt,batter,3
141,Aaron Judge,Brad Peacock,batter,2
142,Aaron Judge,Brian Johnson,batter,2
143,Aaron Judge,Chris Archer,batter,3
144,Aaron Judge,Chris Sale,batter,3
145,Aaron Judge,Danny Barnes,batter,3
146,Aaron Judge,Darren O'Day,batter,3
147,Aaron Judge,David Hess,batter,2
148,Aaron Judge,Diego Castillo,batter,2
149,Aaron Judge,Garrett Richards,batter,8
150,Aaron Judge,Ian Krol,batter,2
151,Aaron Judge,J.A. Happ,batter,6
152,Aaron Judge,Jaime Barria,batter,5
153,Aaron Judge,Jake Odorizzi,batter,2
154,Aaron Judge,Jakob Junis,batter,3
155,Aaron Judge,Jimmy Yacabonis,batter,9
156,Aaron Judge,Joe Kelly,batter,3
157,Aaron Judge,Justin Haley,batter,3
158,Aaron Judge,Kevin Gausman,batter,6
159,Aaron Judge,Luke Jackson,batter,3
160,Aaron Judge,Marcus Stroman,batter,4
161,Aaron Judge,Miguel Castro,batter,2
162,Aaron Judge,Mike Clevinger,batter,3
163,Aaron Judge,Nathan Eovaldi,batter,3
164,Aaron Judge,Paul Fry,batter,6
165,Aaron Judge,Rick Porcello,batter,8
166,Aaron Judge,Ryne Stanek,batter,6
167,Aaron Judge,Sergio Romo,batter,3
168,Aaron Judge,Steven Matz,batter,6
169,Aaron Judge,Tanner Scott,batter,14
170,Aaron Judge,Tyler Kinley,batter,2
171,Aaron Judge,Vidal Nuno,batter,3
172,Aaron Judge,Vince Velasquez,batter,12
173,Aaron Judge,Yefry Ramirez,batter,3
174,Aaron Judge,Yonny Chirinos,batter,3
175,Aaron Slegers,Adam Jones,pitcher,1
176,Aaron Slegers,Caleb Joseph,pitcher,1
177,Aaron Slegers,Jonathan Schoop,pitcher,1
178,Aaron Slegers,Lucas Duda,pitcher,1
179,Aaron Slegers,Manny Machado,pitcher,1
180,Aaron Slegers,Mark Trumbo,pitcher,1
181,Aaron Slegers,Ryan Cordell,pitcher,1
182,Aaron Slegers,Salvador Perez,pitcher,1
183,Aaron Slegers,Tim Beckham,pitcher,2
184,Aaron Slegers,Yoan Moncada,pitcher,6
185,Aaron Wilkerson,Dansby Swanson,pitcher,7
186,Aaron Wilkerson,Michael Feliz,pitcher,1
187,Aaron Wilkerson,Tucker Barnhart,pitcher,1
188,Aaron Wilkerson,Tyler Flowers,pitcher,7
189,Abraham Almonte,Daniel Stumpf,batter,3
190,Abraham Almonte,Greg Holland,batter,3
191,Abraham Almonte,Mike Minor,batter,3
192,Abraham Almonte,Nick Tropeano,batter,3
193,Abraham Almonte,Shane Greene,batter,3
194,Adalberto Mejia,David Bote,pitcher,1
195,Adalberto Mejia,Dwight Smith,pitcher,6
196,Adalberto Mejia,Edwin Encarnacion,pitcher,1
197,Adalberto Mejia,J. d. Martinez,pitcher,6
198,Adalberto Mejia,Jackie Bradley,pitcher,1
199,Adalberto Mejia,Jose Ramirez,pitcher,1
200,Adalberto Mejia,Justin Smoak,pitcher,1
201,Adalberto Mejia,Kendrys Morales,pitcher,1
202,Adalberto Mejia,Melky Cabrera,pitcher,1
203,Adalberto Mejia,Randal Grichuk,pitcher,2
204,Adalberto Mejia,Tyler Chatwood,pitcher,6
205,Adalberto Mejia,Yan Gomes,pitcher,6
206,Adalberto Mondesi,Adam Plutko,batter,6
207,Adalberto Mondesi,Alex Wilson,batter,3
208,Adalberto Mondesi,Andrew Miller,batter,12
209,Adalberto Mondesi,Brad Hand,batter,1
210,Adalberto Mondesi,Chris Archer,batter,6
211,Adalberto Mondesi,Daniel Norris,batter,6
212,Adalberto Mondesi,Kyle Gibson,batter,12
213,Adalberto Mondesi,Luis Severino,batter,3
214,Adalberto Mondesi,Neil Ramirez,batter,2
215,Adalberto Mondesi,Tyler Duffey,batter,6
216,Adalberto Mondesi,Zack Littell,batter,12
217,Adam Cimber,Adam Duvall,pitcher,7
218,Adam Cimber,Alex Bregman,pitcher,1
219,Adam Cimber,Austin Jackson,pitcher,6
220,Adam Cimber,Carlos Correa,pitcher,1
221,Adam Cimber,Charlie Blackmon,pitcher,1
222,Adam Cimber,Chris Taylor,pitcher,2
223,Adam Cimber,Craig Gentry,pitcher,1
224,Adam Cimber,Dansby Swanson,pitcher,1
225,Adam Cimber,Devon Travis,pitcher,2
226,Adam Cimber,Drew Butera,pitcher,1
227,Adam Cimber,Eduardo Nunez,pitcher,1
228,Adam Cimber,Enrique Hernandez,pitcher,6
229,Adam Cimber,Evan Gattis,pitcher,6
230,Adam Cimber,George Springer,pitcher,1
231,Adam Cimber,Gorkys Hernandez,pitcher,1
232,Adam Cimber,J. r. Murphy,pitcher,6
233,Adam Cimber,Jake Marisnick,pitcher,6
234,Adam Cimber,Jake Smolinski,pitcher,1
235,Adam Cimber,James Mccann,pitcher,1
236,Adam Cimber,Javier Baez,pitcher,6
237,Adam Cimber,Jedd Gyorko,pitcher,1
238,Adam Cimber,Jordy Mercer,pitcher,1
239,Adam Cimber,Jose Martinez,pitcher,6
240,Adam Cimber,Jose Peraza,pitcher,1
241,Adam Cimber,Josh Harrison,pitcher,1
242,Adam Cimber,Kevan Smith,pitcher,1
243,Adam Cimber,Kyle Farmer,pitcher,6
244,Adam Cimber,Logan Forsythe,pitcher,1
245,Adam Cimber,Marcell Ozuna,pitcher,7
246,Adam Cimber,Matt Davidson,pitcher,1
247,Adam Cimber,Max Stassi,pitcher,1
248,Adam Cimber,Michael Taylor,pitcher,6
249,Adam Cimber,Mike Tauchman,pitcher,6
250,Adam Cimber,Nick Delmonico,pitcher,6
251,Adam Cimber,Pedro Severino,pitcher,6
252,Adam Cimber,Sean Rodriguez,pitcher,1
253,Adam Cimber,Steve Pearce,pitcher,1
254,Adam Cimber,Tommy Pham,pitcher,1
255,Adam Cimber,Travis Shaw,pitcher,6
256,Adam Cimber,Trevor Story,pitcher,1
257,Adam Conley,Adam Eaton,pitcher,6
258,Adam Conley,Austin Jackson,pitcher,6
259,Adam Conley,Brandon Crawford,pitcher,1
260,Adam Conley,Brandon Nimmo,pitcher,8
261,Adam Conley,Carlos Santana,pitcher,1
262,Adam Conley,Charlie Blackmon,pitcher,6
263,Adam Conley,Eric Thames,pitcher,6
264,Adam Conley,Eugenio Suarez,pitcher,1
265,Adam Conley,Jake Lamb,pitcher,6
