Player,ScaledRank
Steven Matz,5.949416128102813
Ryan Lamarre,5.1938557998448625
J. a. Happ,4.957851643999162
Paul Goldschmidt,4.302441503889907
Josh Donaldson,4.20881425536349
Ronald Torreyes,4.145991520814793
Aj Pollock,4.067942195597096
J. d. Martinez,4.056593606986258
Tony Sanchez,4.018788105256671
Nolan Arenado,3.9967761623192914
Nelson Cruz,3.9675768904830466
José Abreu,3.9482476332464493
Ryan Raburn,3.914363561422033
Charlie Blackmon,3.906833673473529
Dee Strange-gordon,3.885090154455266
Jose Altuve,3.8380298919796867
Joey Votto,3.815616245764296
Manny Machado,3.7970249176961146
Brandon Phillips,3.7595844093840274
Jason Heyward,3.7228996580730613
Todd Frazier,3.6709319768847246
David Peralta,3.6698891982621795
Jason Kipnis,3.654599007893976
Prince Fielder,3.649334296314106
Dj Lemahieu,3.606888111836941
Matt Carpenter,3.605735517624342
Logan Forsythe,3.5758578419359477
Miguel Cabrera,3.569634367318098
Lorenzo Cain,3.569513308273536
Eric Hosmer,3.560295345987074
Mike Trout,3.530556528762141
Marlon Byrd,3.5285335432503317
Ian Kinsler,3.509725884518894
Carlos Gonzalez,3.479681213301447
Yoenis Céspedes,3.4499359625271366
Anthony Gose,3.4458235758897424
Bryce Harper,3.4355156855426574
Gregory Polanco,3.425540283317194
Mike Moustakas,3.425429556095095
Xander Bogaerts,3.4185281879749962
Khris Davis,3.378181656082571
Mookie Betts,3.368338877789928
Kyle Seager,3.358996587614002
Melky Cabrera,3.33650439671455
Kris Bryant,3.3321131878854553
Freddy Galvis,3.312827089938807
Anthony Rizzo,3.3022818428252387
Evan Longoria,3.2671592991513805
Michael Brantley,3.2545317877041837
Curtis Granderson,3.2544929426532327
Darwin Barney,3.2344807670735944
Elvis Andrus,3.234256938397216
Dexter Fowler,3.1889160997633
Justin Morneau,3.1539933457918696
Corey Dickerson,3.0984813370834594
Adrian Beltre,3.091425945103937
Chris Davis,3.0677947669616135
Kole Calhoun,3.036027740323486
David Ortiz,3.0355627204217446
Charlie Morton,3.0248091153162444
Adam Eaton,3.015923679217013
Jacoby Ellsbury,3.0117629443525167
Carlos Correa,3.006950364755882
Marcus Semien,3.00253892560172
Alcides Escobar,2.981853034499843
Marcell Ozuna,2.9783819739220143
Matt Duffy,2.9686679764952455
Andrew Mccutchen,2.9684851398840757
Edwin Encarnacion,2.9662640563552856
Brett Lawrie,2.9225245921382648
Josh Reddick,2.917044791625647
Kendrys Morales,2.8660054231012735
Martin Prado,2.848372362224642
Daniel Murphy,2.845642176319544
Brett Gardner,2.8352502177411916
Trevor Plouffe,2.8111548169702405
Jean Segura,2.8045478098535153
Jay Bruce,2.7938014374616595
Seth Smith,2.7861906709897726
Adam Jones,2.7779976895828393
Ryan Lollis,2.7651381349756243
Evan Gattis,2.747577931612895
Shin-soo Choo,2.731667595636
Jhonny Peralta,2.7251526400391612
Jose Bautista,2.7069480653606086
Matt Kemp,2.7049249805734994
Kevin Pillar,2.6514438766456347
Mitch Moreland,2.632972573318235
Steven Souza,2.6042642925377844
Starlin Castro,2.5649924325104827
Robinson Cano,2.512457662839639
C. j. Cron,2.5014197844755794
Carlos Santana,2.493201830734696
Andre Ethier,2.4921683429958628
Adrian Gonzalez,2.486307379718713
Albert Pujols,2.4830701186948043
Alex Rodriguez,2.4684288062476387
Adam Lind,2.463888976684189
Jeff Francoeur,2.4452416572126774
Neil Walker,2.4402033068874793
A. j. Pierzynski,2.4370816116063345
Ian Desmond,2.4292223212597497
Ryan Braun,2.412778005576788
Francisco Lindor,2.351485710503459
Mike Napoli,2.345221674401697
Stephen Piscotty,2.3197954307982687
Angel Pagan,2.30702942885582
Stephen Vogt,2.292752162941542
Franklin Gutierrez,2.2909108806570937
Chris Coghlan,2.2897011669190332
Pedro Alvarez,2.2855007475586637
Nick Markakis,2.2785994678979837
Logan Morrison,2.2569977916584896
Rougned Odor,2.235503075396556
Yunel Escobar,2.196177736692655
Christian Walker,2.192288873000708
Justin Turner,2.1899211318526084
Dustin Pedroia,2.1813222404434076
Aaron Hicks,2.168166130334989
Avisail Garcia,2.1154982921985983
Joe Panik,2.108553935000127
Buster Posey,2.104391087307008
Trayce Thompson,2.084220423615868
Torii Hunter,2.0467076902332013
Odubel Herrera,2.0452302013020924
Brandon Belt,2.0361889650190204
Brian Mccann,2.0167615163070636
Justin Bour,2.0156359827404735
Jake Lamb,2.0033483386939417
Chase D'arnaud,1.9931612921594675
Derek Norris,1.981470592776636
Starling Marte,1.9715145373596767
Brian Dozier,1.9571808362973584
Nick Castellanos,1.937913583789723
Jesus Montero,1.9233890890751606
Darin Ruf,1.910281215705563
Yangervis Solarte,1.8936359435249437
George Springer,1.8779694454471616
Enrique Hernandez,1.8524316516015231
Victor Martinez,1.8419587403484572
Billy Burns,1.8408900382668365
Colby Rasmus,1.8328296996856064
Lonnie Chisenhall,1.8204731328807162
Ender Inciarte,1.816510321964316
Ryan Howard,1.7598818278942212
Asdrubal Cabrera,1.7424832104856787
Nick Hundley,1.7299207124993272
David Freese,1.712167136156798
Jose Pirela,1.706914311162014
Salvador Perez,1.7024000675090096
Ben Zobrist,1.7019326663246783
Tommy Pham,1.6783639173378915
Carlos Beltran,1.676644948498313
Jonathan Schoop,1.653540031328804
Chris Colabello,1.6384699989259752
Paulo Orlando,1.63724986123443
Joe Mauer,1.6133447354605814
Ramon Cabrera,1.6110454348435634
Tyler Collins,1.6104193370337059
Christian Yelich,1.5724690471363936
Kelly Johnson,1.5341353707630425
Billy Butler,1.5293349549171602
Justin Smoak,1.5056317174710054
Lucas Duda,1.4992923320204499
Travis Shaw,1.4876273422635886
Pablo Sandoval,1.470856302824341
Hanley Ramirez,1.4650646768641606
Aramis Ramirez,1.4637734792661168
Ben Revere,1.4299015804003639
Mark Teixeira,1.4249697622962196
Joaquin Arias,1.4177775318125425
Luis Jimenez,1.416056528100906
Justin Upton,1.4149943115512587
Giancarlo Stanton,1.407423775976789
Joey Butler,1.3694288373262482
Juan Lagares,1.368929369018069
Kyle Schwarber,1.3498882201306923
