Player,ScaledRank
Jarred Cosart,7.931089425092905
J. a. Happ,6.199832217529924
Mookie Betts,4.43243398931885
Miguel Cabrera,4.256789272389951
Brian Dozier,4.228676965382387
Jose Altuve,4.038293321480551
Nolan Arenado,4.024311268331938
Evan Longoria,3.9652286534029195
Robinson Cano,3.9475724193642354
Joey Votto,3.8985605632994282
Daniel Murphy,3.8604883060323623
David Ortiz,3.8579963258165546
Kyle Seager,3.8291373334509156
Ian Kinsler,3.824343524032617
Manny Machado,3.816037799317424
Carlos Santana,3.8146257874629503
Yasmany Tomás,3.814237524368618
Jean Segura,3.746645619436465
Mark Trumbo,3.737447808475751
Justin Upton,3.734006472200842
Freddie Freeman,3.6893300879325825
Khris Davis,3.6674519439719835
Paul Goldschmidt,3.666251171073642
Rougned Odor,3.6407353614766373
Deven Marrero,3.633758665576524
Victor Martinez,3.6292850979130336
Francisco Lindor,3.608582618344715
Trevor Story,3.590917310924137
Edwin Encarnacion,3.582187693494488
Mike Napoli,3.5674089418296777
Xander Bogaerts,3.5649110015577454
Adam Duvall,3.5421739220678248
Kendrys Morales,3.5384256496749047
Dj Lemahieu,3.5295953779348612
Erik Gonzalez,3.5200581437562306
Kris Bryant,3.5189223699261083
José Abreu,3.5061103444819532
Stephen Vogt,3.5044422541136795
Corey Seager,3.501971087432625
Mike Trout,3.500897512721505
Dustin Pedroia,3.478408567880099
Carlos Beltran,3.4685850360379913
Trey Mancini,3.4504624230863894
Adam Eaton,3.449002429243404
Matt Kemp,3.4445012770636465
Josh Donaldson,3.3963162636655335
Melky Cabrera,3.343858127018489
Logan Forsythe,3.3317022107076357
Giancarlo Stanton,3.2978578081138323
J. d. Martinez,3.268622209108515
Hanley Ramirez,3.259099054380025
Nelson Cruz,3.2237752495405645
Charlie Blackmon,3.2163056004948527
Carlos Gonzalez,3.193099199099537
Christian Yelich,3.177213710069002
Jake Lamb,3.1594471082953692
Ian Desmond,3.13341892055961
Jonathan Villar,3.133397592051452
Eric Hosmer,3.0662173077103487
Don Kelly,3.0441977345798352
Jose Ramirez,3.037355783033297
Adrian Beltre,3.0317006481025124
Justin Turner,3.0091855682167012
Didi Gregorius,2.9924054029680693
Adrian Gonzalez,2.951926279795458
Tyler Austin,2.9458564322144256
George Springer,2.916910246545719
Jason Kipnis,2.915788779751306
Ivan Nova,2.911486712208648
Scooter Gennett,2.9095166090048874
Cameron Maybin,2.8909055886010533
Ryan Howard,2.8869399301254233
Wil Myers,2.8818136551748013
Jose Bautista,2.878960665036371
Albert Pujols,2.878126035155096
Anthony Rizzo,2.8242695991290057
Chris Davis,2.808655358539441
Salvador Perez,2.774709405030754
Odubel Herrera,2.7557045882974323
Tim Anderson,2.7189370774350503
Jacoby Ellsbury,2.710846664023798
Yunel Escobar,2.7023766086117407
Hunter Pence,2.6487440327633767
Justin Bour,2.6457427688300617
Tommy Joseph,2.612974377827688
Hernan Perez,2.5986161913321033
Gregory Polanco,2.5761929878293777
Curtis Granderson,2.550331197822246
Pedro Alvarez,2.5402446535297316
Trevor Cahill,2.539922267970315
Martin Prado,2.539214247391635
Ryan Braun,2.520563576014253
Paulo Orlando,2.519096192401296
Eddie Rosario,2.504271135991832
Todd Frazier,2.4873311615305824
Yoenis Céspedes,2.483733791232001
Nick Markakis,2.473331357666316
Jonathan Schoop,2.4530169171678504
Corey Dickerson,2.4526547732865644
Neil Walker,2.4404427566909606
Starlin Castro,2.4258380216390685
Adam Jones,2.419062715133652
Gary Sanchez,2.3944452761787045
Randal Grichuk,2.3888106344587565
Chris Carter,2.382399659664931
Welington Castillo,2.360277490592994
Marcell Ozuna,2.3598985786636435
Michael Saunders,2.3517678626540994
Andrew Mccutchen,2.3401116775141184
Austin Romine,2.338331014061965
Devon Travis,2.317963604226861
Brandon Phillips,2.3060810836636634
Brad Miller,2.2889901789769342
Cesar Hernandez,2.275941725305761
Matt Carpenter,2.2745523929327636
Buster Posey,2.2743902767218938
Asdrubal Cabrera,2.2620680018328447
Tyler Naquin,2.2439903931860563
Jose Reyes,2.242970332865769
Cheslor Cuthbert,2.2288230788876047
Wilson Ramos,2.1881369494621854
Alcides Escobar,2.176320177822679
Maikel Franco,2.1680380057602964
Howie Kendrick,2.140009634819925
Steve Pearce,2.1201348628989565
Danny Valencia,2.1109572685001106
Steven Souza,2.1029102030007105
Jay Bruce,2.0932582893983622
J. t. Realmuto,2.089973930305093
Brandon Drury,2.061316809980958
Carlos Correa,2.0106623789005873
Brandon Moss,1.999701897674868
Matt Wieters,1.9983463402846755
Nick Noonan,1.9917534465139377
Stephen Piscotty,1.989468915673021
Trea Turner,1.983774409776884
Yadier Molina,1.9311642855069184
Charlie Culberson,1.9204332937858817
Dexter Fowler,1.910069502915122
Yasmani Grandal,1.9005088629653568
Seth Smith,1.8836096842629622
Franklin Gutierrez,1.866976722633792
John Jaso,1.860718078832035
Brett Gardner,1.8592479260314476
Joe Mauer,1.8358067533402835
Whit Merrifield,1.8353214804749594
Steven Moya,1.829350201256512
Jackie Bradley,1.776458786644781
Ryon Healy,1.761999635775079
Zack Cozart,1.7486911157901521
Nomar Mazara,1.7364563448077368
Enrique Hernandez,1.729036052466852
Mike Moustakas,1.6616498384122385
Evan Gattis,1.6604586247938993
Jedd Gyorko,1.6562576661940098
Anthony Rendon,1.6444600025773555
Troy Tulowitzki,1.6378612884015402
Starling Marte,1.6261824094708588
Tom Murphy,1.6159205436373794
Kole Calhoun,1.5628105179102754
Kevin Kiermaier,1.5606163585813155
Addison Russell,1.532329318789068
Wilmer Flores,1.5023372704162505
Nick Hundley,1.487645179535895
Kirk Nieuwenhuis,1.4811991981125538
Freddy Galvis,1.472090205026104
Ryan Rua,1.4683214389542163
Jayson Werth,1.4682740063691808
Marcus Semien,1.440437634255258
Eugenio Suarez,1.4271184581513117
Brandon Crawford,1.4117709721376857
Brett Nicholas,1.40392692026664
Ben Zobrist,1.3980586738983927
Tyler Saladino,1.3949755758439113
Colby Rasmus,1.3776349597212743
Nick Castellanos,1.3697277825246454
Lorenzo Cain,1.3617504675596153
Angel Pagan,1.3435734961220003
Yasiel Puig,1.3414336505770201
Leonys Martín,1.330361202838452
Dan Vogelbach,1.3210325431217242
Travis Shaw,1.313827698841478
Tucker Barnhart,1.3080937743603782
Aledmys Díaz,1.3061332170639226
Peter O'brien,1.3019069334504105
Zack Godley,1.2886857518234536
Ryan Vogelsong,1.2558432232554781
Rey Fuentes,1.2378224907481075
Adonis Garcia,1.2341866843009295
Jonathan Lucroy,1.2301734088535545
Chris Owings,1.2290485762768744
Bryce Brentz,1.214505961298462
Jordan Patterson,1.1772345701565057
Ender Inciarte,1.1759413925387596
Josh Harrison,1.1512110631441186
Chris Parmelee,1.1422090066165014
Avisail Garcia,1.1419381754191742
Trevor Plouffe,1.1373966136327271
Matt Holliday,1.1192864090028074
Joc Pederson,1.1161669513083396
Mitch Moreland,1.0765322124890262
Gerardo Parra,1.0474216963955756
Chase Utley,1.0455105266512097
Jorge Polanco,1.0407315134718607
Javier Baez,1.037924980019497
Lonnie Chisenhall,1.010535926492857
Eduardo Nunez,0.99888526851165
Cameron Rupp,0.9898025001906907
Miguel Sano,0.9624576733017436
David Freese,0.9473843691721494
Gorkys Hernandez,0.9208181285385687
Billy Hamilton,0.8717578126625197
Jon Jay,0.8590611058587857
Yonder Alonso,0.8406873997212224
Adam Lind,0.8389332479160464
Jose Urena,0.8291235891246617
Elvis Andrus,0.8262526482714067
Bryce Harper,0.8249049383730067
Jace Peterson,0.7665680832440991
Marwin Gonzalez,0.7406955200618104
Brandon Belt,0.7122593832131527
Tyler Ladendorf,0.673528977055709
Scott Schebler,0.6325441973371788
Hunter Renfroe,0.6259861007509239
Ryan Zimmerman,0.5579950098044709
Drew Pomeranz,0.5555885098312995
Travis Wood,0.5494647062803166
C. j. Cron,0.5224970966977376
Rajai Davis,0.5173482592490217
Byron Buxton,0.5083949262910342
Chase Headley,0.4742641185763173
Brett Lawrie,0.4711051627976421
Reid Brignac,0.45334509579839083
Trayce Thompson,0.44530169771963896
Kevin Pillar,0.4445748633769871
Derek Dietrich,0.424796078169201
Justin Morneau,0.4091107070441565
Jimmy Nelson,0.39221687667047755
Pedro Severino,0.3647524791539882
Joe Panik,0.3613596306571467
Pat Valaika,0.34317788202419713
Denard Span,0.2994375016132429
Adam Rosales,0.2923560682058069
Bobby Wilson,0.2834538857721286
Billy Butler,0.2827998107399576
Ryan Goins,0.27561550598796347
J. j. Hardy,0.2610803797617041
Matt Adams,0.2608600088967697
Andrelton Simmons,0.2519945533369246
Dioner Navarro,0.2102846391968432
Nick Franklin,0.18104202237435213
Russell Martin,0.1670640179733039
Kevan Smith,0.16639029937996858
Jhonny Peralta,0.1618328261447213
Jason Heyward,0.14014920971484945
Logan Morrison,0.13474699944383245
Dan Robertson,0.12973908611087998
Sean Rodriguez,0.10291274359532218
Drew Butera,0.09898751572405104
Tony Wolters,0.09064541812732914
A. j. Pierzynski,0.08742931895155229
Tomas Telis,0.0846452018984429
Darwin Barney,0.07208071293931914
Chris Herrmann,0.05895882932216372
Brett Eibner,0.05726468393146331
Christian Bethancourt,0.04962055204850269
Josh Reddick,0.047535636976310774
Tim Beckham,0.04322329788659614
Joey Wendle,0.04192636502279147
David Ross,0.03654225283741308
Ichiro Suzuki,0.023886343842654544
Jeremy Hazelbaker,0.00990469998177405
Robbie Grossman,0.005104010232501374
