,Player,Rank
0,A. j. Cole,-1.813568007649317
1,Adam Eaton,-0.5222507342667916
2,Andrew Knapp,-1.6870672438820697
3,Ben Gamel,0.8230880723428795
4,Billy Hamilton,0.10502373946758613
5,Carlos Asuaje,-0.7765263165910563
6,Curtis Granderson,2.080601249276958
7,Erick Aybar,0.4228899154592704
8,Giancarlo Stanton,3.749593535893618
9,Hernan Perez,0.9357266123604064
10,Jay Bruce,3.214500901625833
11,Jedd Gyorko,1.5554820328078525
12,Manny Pina,-0.5557063378505374
13,Manuel Margot,2.9358470346925305
14,Marcell Ozuna,3.011227039183255
15,Marwin Gonzalez,0.8266381038791136
16,Matt Carpenter,2.6598674010342496
17,Raimel Tapia,-1.0629507734452404
18,Tyler Flowers,-1.0874849433247655
19,Wil Myers,2.7842781169921618
20,A. j. Ellis,-1.0729674607277035
21,Aaron Altherr,0.779866517640906
22,Aaron Hicks,-0.1653165791723179
23,Aaron Hill,-1.029615958377475
24,Aaron Judge,3.9251911202910432
25,Abraham Almonte,-1.182001169684277
26,Adam Duvall,3.0861167072763793
27,Adam Frazier,0.3904257027163468
28,Adam Jones,2.844315284336709
29,Adam Lind,0.15069965179663924
30,Addison Russell,0.3956533015530017
31,Adonis Garcia,-0.4946325387146513
32,Adrian Gonzalez,-1.3516883517185996
33,Adrian Sanchez,-1.552759376184132
34,Aj Pollock,2.3097718061354864
35,Albert Almora,-0.7282482390809314
36,Albert Pujols,1.9066594767688556
37,Alcides Escobar,0.6614526468380615
38,Alex Avila,0.4868890015326553
39,Alex Bregman,0.8783054936904152
40,Alex Presley,1.3094446248636997
41,Alexi Amarista,-0.848103491108186
42,Allen Cordoba,-1.7087193486085428
43,Amed Rosario,-1.2160162331783437
44,Andre Ethier,0.14384336911917786
45,Andrelton Simmons,0.5541096954698433
46,Andrew Benintendi,1.9176799178141535
47,Andrew Mccutchen,2.4378539151230525
48,Andrew Stevenson,-1.505513931109297
49,Andrew Toles,-0.9002909586071552
50,Anthony Rendon,1.6341217211600954
51,Anthony Rizzo,2.8462353956285535
52,Asdrubal Cabrera,1.0904258926520658
53,Austin Barnes,0.5742278606861806
54,Austin Hedges,1.2803562127599968
55,Avisail Garcia,2.370324789502381
