,winner,loser,score
0,A.J. Burnett,Brad Bergesen,0
1,A.J. Burnett,Brian Bannister,3
2,A.J. Burnett,Brian Duensing,1
3,A.J. Burnett,Brian Matusz,0
4,A.J. Burnett,Brian Sweeney,8
5,A.J. Burnett,Carl Pavano,9
6,Carl Pavano,A.J. Burnett,9
7,A.J. Burnett,Carlos Silva,4
8,A.J. Burnett,Cliff Lee,1
9,A.J. Burnett,Daniel Bard,5
10,Daniel Bard,A.J. Burnett,5
11,A.J. Burnett,Doug Fister,0
12,A.J. Burnett,Edwar Ramirez,1
13,A.J. Burnett,Felix Hernandez,0
14,A.J. Burnett,Fernando Rodney,2
15,A.J. Burnett,Freddy Garcia,1
16,A.J. Burnett,Jake Westbrook,0
17,A.J. Burnett,James Shields,0
18,A.J. Burnett,Jason Vargas,0
19,A.J. Burnett,Javier Vazquez,0
20,A.J. Burnett,Jered Weaver,11
21,A.J. Burnett,Jeremy Hellickson,0
22,A.J. Burnett,Joakim Soria,3
23,A.J. Burnett,Joe Saunders,4
24,A.J. Burnett,John Danks,0
25,A.J. Burnett,John Lackey,6
26,A.J. Burnett,Josh Banks,4
27,A.J. Burnett,Justin Verlander,8
28,A.J. Burnett,Kyle Davies,0
29,A.J. Burnett,Luke French,2
30,A.J. Burnett,Marc Rzepczynski,7
31,A.J. Burnett,Mark Buehrle,17
32,A.J. Burnett,Max Scherzer,3
33,A.J. Burnett,Ramon Pena,4
34,A.J. Burnett,Rick Porcello,5
35,Rick Porcello,A.J. Burnett,5
36,A.J. Burnett,Ricky Romero,0
37,A.J. Burnett,Robinson Tejeda,8
38,A.J. Burnett,Ryan Rowland-Smith,5
39,A.J. Burnett,Sean O'Sullivan,7
40,A.J. Burnett,Shaun Marcum,0
41,A.J. Burnett,Shawn Hill,3
42,A.J. Burnett,Tim Lincecum,3
43,A.J. Burnett,Trevor Bell,5
44,Trevor Bell,A.J. Burnett,5
45,Aaron Harang,Aaron Heilman,0
46,Aaron Harang,Alex Sanabia,0
47,Aaron Harang,Anthony Lerew,4
48,Aaron Harang,Barry Enright,4
49,Aaron Harang,Ben Sheets,5
50,Aaron Harang,Blake Hawksworth,2
51,Aaron Harang,Bobby Jenks,1
52,Aaron Harang,Brett Myers,1
53,Aaron Harang,Bronson Arroyo,0
54,Aaron Harang,Carl Pavano,0
55,Aaron Harang,Carlos Villanueva,0
56,Aaron Harang,Chad Durbin,4
57,Aaron Harang,Chris Leroux,1
58,Chris Leroux,Aaron Harang,1
59,Aaron Harang,Chris Narveson,0
60,Aaron Harang,Chris Volstad,0
61,Aaron Harang,Colby Lewis,1
62,Colby Lewis,Aaron Harang,1
63,Aaron Harang,Cole Hamels,0
64,Aaron Harang,Daniel McCutchen,0
65,Aaron Harang,Dave Bush,0
66,Aaron Harang,David Riske,1
67,David Riske,Aaron Harang,1
68,Aaron Harang,Derek Lowe,0
69,Aaron Harang,Dillon Gee,0
70,Aaron Harang,Doug Davis,5
71,Doug Davis,Aaron Harang,5
72,Aaron Harang,Esmerling Vasquez,0
73,Aaron Harang,Esmil Rogers,5
74,Aaron Harang,Fernando Salas,0
75,Aaron Harang,Francisco Liriano,0
76,Aaron Harang,Francisco Rodriguez,0
77,Aaron Harang,Franklin Morales,1
78,Aaron Harang,Greg Smith,0
79,Aaron Harang,Hisanori Takahashi,0
80,Aaron Harang,Homer Bailey,0
81,Aaron Harang,Ian Kennedy,0
82,Aaron Harang,Jaime Garcia,3
83,Aaron Harang,Jair Jurrjens,0
84,Aaron Harang,Jake Westbrook,0
85,Aaron Harang,Jason Marquis,1
86,Jason Marquis,Aaron Harang,1
87,Aaron Harang,Jeff Francis,0
88,Aaron Harang,Jeff Fulchino,2
89,Aaron Harang,Jeff Suppan,5
90,Aaron Harang,Jered Weaver,2
91,Jered Weaver,Aaron Harang,2
92,Aaron Harang,Jesse Chavez,1
93,Jesse Chavez,Aaron Harang,1
94,Aaron Harang,Jhoulys Chacin,0
95,Aaron Harang,Joe Blanton,0
96,Aaron Harang,Joe Nelson,1
97,Joe Nelson,Aaron Harang,1
98,Aaron Harang,Joe Saunders,0
99,Aaron Harang,Johan Santana,2
100,Aaron Harang,John Danks,0
101,Aaron Harang,John Grabow,0
102,Aaron Harang,John Maine,0
103,Aaron Harang,Johnny Cueto,0
104,Aaron Harang,Jon Garland,4
105,Aaron Harang,Jonathan Sanchez,0
106,Aaron Harang,Jordan Smith,0
107,Aaron Harang,Josh Johnson,5
108,Josh Johnson,Aaron Harang,5
109,Aaron Harang,Juan Carlos Oviedo,0
110,Aaron Harang,Kris Medlen,0
111,Aaron Harang,Kyle Davies,0
112,Aaron Harang,Kyle Kendrick,7
113,Aaron Harang,Kyle Lohse,6
114,Kyle Lohse,Aaron Harang,6
115,Aaron Harang,Livan Hernandez,2
116,Aaron Harang,Madison Bumgarner,1
117,Madison Bumgarner,Aaron Harang,1
118,Aaron Harang,Mat Latos,0
119,Aaron Harang,Matt Cain,0
120,Aaron Harang,Micah Owings,0
121,Aaron Harang,Mike Adams,0
122,Aaron Harang,Mike Leake,0
123,Aaron Harang,Mike Minor,0
124,Aaron Harang,Ramon Pena,4
125,Aaron Harang,Randy Wells,0
126,Aaron Harang,Randy Wolf,0
127,Aaron Harang,Roberto Hernandez,3
128,Aaron Harang,Rodrigo Lopez,10
129,Rodrigo Lopez,Aaron Harang,10
130,Aaron Harang,Ross Detwiler,1
131,Ross Detwiler,Aaron Harang,1
132,Aaron Harang,Roy Halladay,7
133,Roy Halladay,Aaron Harang,7
134,Aaron Harang,Roy Oswalt,0
135,Aaron Harang,Ryan Franklin,0
136,Aaron Harang,Ryan Madson,0
137,Aaron Harang,Ryota Igarashi,5
138,Ryota Igarashi,Aaron Harang,5
139,Aaron Harang,Sam LeCure,0
140,Aaron Harang,Scott Olsen,0
141,Aaron Harang,Sergio Romo,1
142,Aaron Harang,Taylor Buchholz,0
143,Aaron Harang,Thomas Diamond,0
144,Aaron Harang,Tim Byrdak,1
145,Aaron Harang,Tim Lincecum,0
146,Aaron Harang,Tim Stauffer,0
147,Aaron Harang,Tom Gorzelanny,1
148,Aaron Harang,Trevor Hoffman,0
149,Aaron Harang,Tyler Clippard,0
150,Aaron Harang,Tyler Walker,0
151,Aaron Harang,Wade LeBlanc,0
152,Aaron Harang,Wandy Rodriguez,8
153,Wandy Rodriguez,Aaron Harang,8
154,Aaron Harang,Zach Duke,2
155,Aaron Harang,Zack Greinke,0
156,Aaron Heilman,Aaron Harang,23
157,Aaron Heilman,Adam Wainwright,22
158,Aaron Heilman,Alex Sanabia,0
159,Aaron Heilman,Andrew Cashner,6
160,Aaron Heilman,Armando Galarraga,3
161,Aaron Heilman,Barry Enright,29
162,Aaron Heilman,Barry Zito,19
163,Aaron Heilman,Blake Hawksworth,0
164,Aaron Heilman,Bob Howry,5
165,Bob Howry,Aaron Heilman,5
166,Aaron Heilman,Bobby Jenks,5
167,Bobby Jenks,Aaron Heilman,5
168,Aaron Heilman,Brad Bergesen,1
169,Aaron Heilman,Brad Ziegler,0
170,Aaron Heilman,Brendan Donnelly,7
171,Aaron Heilman,Brett Cecil,0
172,Aaron Heilman,Brett Myers,16
173,Aaron Heilman,Brian Bannister,2
174,Aaron Heilman,Brian Moehler,0
175,Aaron Heilman,Brian Tallet,3
176,Aaron Heilman,Bronson Arroyo,43
177,Aaron Heilman,Bud Norris,20
178,Aaron Heilman,C.J. Wilson,6
179,Aaron Heilman,CC Sabathia,0
180,Aaron Heilman,Carl Pavano,0
181,Aaron Heilman,Carlos Monasterios,9
182,Aaron Heilman,Carlos Silva,0
