,Year,SpringRank,SpringRank_AUC
0,2009.0,0.6219387755102039,0.6342424242424243
1,2010.0,0.6405502392344498,0.6594490115482482
2,2011.0,0.6067796610169491,0.6234199624685763
3,2012.0,0.6297043010752689,0.6417431898630277
4,2013.0,0.6134393063583815,0.6271112395792959
5,2014.0,0.6333078686019863,0.6478035848906876
6,2015.0,0.6240428790199081,0.6383419610844782
7,2016.0,0.6273584905660378,0.6401712328767124
8,2017.0,0.5934738273283481,0.6119635780298629
9,2018.0,0.6039603960396039,0.6197153886321379
10,2019.0,0.6455331412103746,0.6635116667510248
