,Year,SpringRank,SpringRank_AUC
0,2009.0,0.6170914542728636,0.6288924104083868
1,2010.0,0.6320668693009118,0.6422777977095158
2,2011.0,0.6423529411764706,0.6532391724510578
3,2012.0,0.6318861209964413,0.643095185242104
4,2013.0,0.6149770904925544,0.6267509354747964
5,2014.0,0.6270207852193995,0.6381204064928575
6,2015.0,0.6201583262651965,0.6338846419178955
7,2016.0,0.6028388153405213,0.6139900989730259
8,2017.0,0.6001041395469929,0.6144841034737407
9,2018.0,0.5936713888521118,0.6094553907268054
10,2019.0,0.6012228260869565,0.619384295214122
