Timestamp,ConfigSig,ScoreType,Group,Year,Condition,Folds,Accuracy,AUC,TestEdges
2025-10-18 04:34:36,bd7d891378216f13,aware,batter,2024,oppblock,5,0.5316340765885997,0.4956820169499719,207690
2025-10-18 04:34:36,bd7d891378216f13,aware,pitcher,2024,oppblock,5,0.5731831680252432,0.52483881400846,340725
2025-10-18 04:35:40,bd7d891378216f13,aware,batter,2024,,5,0.5232918136654907,0.5069078030427092,41667
2025-10-18 04:35:40,bd7d891378216f13,aware,pitcher,2024,,5,0.6127417253443809,0.5407222496822509,68311
2025-10-18 04:35:40,bd7d891378216f13,aware,batter,2024,oppblock,5,0.5242948409500726,0.486480421007187,207690
2025-10-18 04:35:40,bd7d891378216f13,aware,pitcher,2024,oppblock,5,0.5699280748619296,0.5074989477289293,340725
2025-10-18 04:44:01,bd7d891378216f13,aware,batter,2024,,5,0.5172438620491036,0.5043575583427876,41667
2025-10-18 04:44:01,bd7d891378216f13,aware,pitcher,2024,,5,0.6088184918973518,0.5398664858752251,68311
2025-10-18 04:44:01,bd7d891378216f13,aware,batter,2024,oppblock,5,0.5259271917632301,0.505905530522349,207690
2025-10-18 04:44:01,bd7d891378216f13,aware,pitcher,2024,oppblock,5,0.568580096526801,0.5077478113334497,340725
2025-10-18 05:36:55,bd7d891378216f13,aware,batter,2024,,5,0.5591955264357885,0.5163998420174781,41667
2025-10-18 05:36:55,bd7d891378216f13,aware,pitcher,2024,,5,0.6147911756525304,0.5416013375013149,68311
2025-10-18 05:36:55,bd7d891378216f13,aware,batter,2024,oppblock,5,0.5302759305871981,0.5154804118503703,207690
2025-10-18 05:36:55,bd7d891378216f13,aware,pitcher,2024,oppblock,5,0.5677554171057334,0.5058058864562579,340725
2025-10-19 23:28:16,18574a7a7931d632,aware,batter,2025,,5,0.9975987513507024,0.6219183837523715,8329
2025-10-19 23:28:16,18574a7a7931d632,aware,pitcher,2025,,5,0.987878049185868,0.6879426827332671,180499
2025-10-19 23:28:16,18574a7a7931d632,aware,batter,2025,oppblock,5,0.563198707288423,0.5338417525949921,1017422
2025-10-19 23:28:16,18574a7a7931d632,aware,pitcher,2025,oppblock,5,0.6294526922384422,0.5329236789856714,901150
2025-10-20 01:03:28,c988647dfb209665,aware,batter,2024,,5,0.9770081839345284,0.6419999270000799,41667
2025-10-20 01:03:28,c988647dfb209665,aware,batter,2025,,5,0.9975987513507024,0.6118797286655335,8329
2025-10-20 01:03:28,c988647dfb209665,aware,pitcher,2024,,5,0.9826528670345918,0.6759145604710453,68311
2025-10-20 01:03:28,c988647dfb209665,aware,pitcher,2025,,5,0.987878049185868,0.6882389500563296,180499
2025-10-21 21:52:59,2236439dd0554ecb,aware,batter,2024,edge_block,5,0.539390884872921,0.5100019514625365,208335
2025-10-21 21:52:59,2236439dd0554ecb,aware,pitcher,2024,edge_block,5,0.6062551230551928,0.5363143635332399,341551
2025-10-21 21:52:59,2236439dd0554ecb,aware,batter,2024,pa_block,5,0.5440080001741906,0.4862704672792866,999518
2025-10-21 21:52:59,2236439dd0554ecb,aware,pitcher,2024,pa_block,5,0.6089391704901818,0.541342151373001,1641535
2025-10-21 21:52:59,2236439dd0554ecb,aware,batter,2024,loeo,5,0.5362613099095208,0.5079617159592351,208335
2025-10-21 21:52:59,2236439dd0554ecb,aware,pitcher,2024,loeo,5,0.6719538378958668,0.5299545949696159,341551
2025-10-21 21:52:59,2236439dd0554ecb,aware,batter,2024,oppblock,5,0.527016198119888,0.5095165700847011,207690
2025-10-21 21:52:59,2236439dd0554ecb,aware,pitcher,2024,oppblock,5,0.5725614337755802,0.4948141506551963,339900
2025-10-21 23:57:27,b5ad32ce1a6f274f,aware,batter,2024,edge_block,5,0.5371061031511748,0.5099012191990592,208335
2025-10-21 23:57:27,b5ad32ce1a6f274f,aware,pitcher,2024,edge_block,5,0.6064394778759071,0.5370560636862753,341551
2025-10-21 23:57:27,b5ad32ce1a6f274f,aware,batter,2024,pa_block,5,0.5436663768023174,0.4858167087351755,1005871
2025-10-21 23:57:27,b5ad32ce1a6f274f,aware,pitcher,2024,pa_block,5,0.6030501639105299,0.5339864999167621,1653685
2025-10-21 23:57:27,b5ad32ce1a6f274f,aware,batter,2024,loeo,5,0.5422132622939017,0.5107057521824799,208335
2025-10-21 23:57:27,b5ad32ce1a6f274f,aware,pitcher,2024,loeo,5,0.6812570145903479,0.5333510335334287,341551
2025-10-21 23:57:27,b5ad32ce1a6f274f,aware,batter,2024,oppblock,5,0.5704126507416071,0.536727369879354,207046
2025-10-21 23:57:27,b5ad32ce1a6f274f,aware,pitcher,2024,oppblock,5,0.573619357373157,0.4958063952082862,340725
2025-10-22 01:38:47,b5ad32ce1a6f274f,aware,batter,2024,edge_block,5,0.5481028151774787,0.51399158653372,208335
2025-10-22 01:38:47,b5ad32ce1a6f274f,aware,pitcher,2024,edge_block,5,0.6018692658361487,0.5353648006921011,341551
2025-10-22 01:38:47,b5ad32ce1a6f274f,aware,batter,2024,pa_block,5,0.5496340349025324,0.4896005753714626,1004609
2025-10-22 01:38:47,b5ad32ce1a6f274f,aware,pitcher,2024,pa_block,5,0.5972312215748291,0.529367265165378,1645546
2025-10-22 01:38:47,b5ad32ce1a6f274f,aware,batter,2024,loeo,5,0.5334341325269397,0.5101226947978353,208335
2025-10-22 01:38:47,b5ad32ce1a6f274f,aware,pitcher,2024,loeo,5,0.6720294734787489,0.530510282393916,341551
2025-10-22 01:38:47,b5ad32ce1a6f274f,aware,batter,2024,oppblock,5,0.5260249110926061,0.4881194499312764,207046
2025-10-22 01:38:47,b5ad32ce1a6f274f,aware,pitcher,2024,oppblock,5,0.5636718431536464,0.5135723469147285,339076
2025-10-23 23:21:34,b5ad32ce1a6f274f,aware,batter,2024,edge_block,5,0.5396260829913361,0.508425863732841,208335
2025-10-23 23:21:34,b5ad32ce1a6f274f,aware,pitcher,2024,edge_block,5,0.5856723421421958,0.531433371886742,341551
2025-10-23 23:21:34,b5ad32ce1a6f274f,aware,batter,2024,pa_block,10,0.5557195316856497,0.5001625683124262,1906598
2025-10-23 23:21:34,b5ad32ce1a6f274f,aware,pitcher,2024,pa_block,10,0.5961836753649763,0.5328768466279039,3120577
2025-10-23 23:21:34,b5ad32ce1a6f274f,aware,batter,2024,oppblock,10,0.5399495993561796,0.5105235634738233,207690
2025-10-23 23:21:34,b5ad32ce1a6f274f,aware,pitcher,2024,oppblock,10,0.5562446434751321,0.4842781461422165,340725
2025-10-24 00:31:27,b5ad32ce1a6f274f,aware,batter,2024,edge_block,5,0.5448388412892696,0.5121906518159907,208335
2025-10-24 00:31:27,b5ad32ce1a6f274f,aware,pitcher,2024,edge_block,5,0.5913552371297733,0.5318401654463762,341551
2025-10-24 00:31:27,b5ad32ce1a6f274f,aware,batter,2024,pa_block,10,0.5552675878162229,0.4988933894843723,1923333
2025-10-24 00:31:27,b5ad32ce1a6f274f,aware,pitcher,2024,pa_block,10,0.5961404091947717,0.5329902877317998,3122135
2025-10-24 00:31:27,b5ad32ce1a6f274f,aware,batter,2024,oppblock,10,0.5333702495192416,0.5216618116597654,207046
2025-10-24 00:31:27,b5ad32ce1a6f274f,aware,pitcher,2024,oppblock,10,0.5587103419497997,0.498948250958078,340725
2025-10-24 01:11:53,b5ad32ce1a6f274f,aware,batter,2024,edge_block,5,0.553046775625795,0.5129126411729148,208335
2025-10-24 01:11:53,b5ad32ce1a6f274f,aware,pitcher,2024,edge_block,5,0.5961451464965764,0.5329639625417271,341551
2025-10-24 01:11:53,b5ad32ce1a6f274f,aware,batter,2024,pa_block,10,0.5549163902870748,0.4987119143478241,1922668
2025-10-24 01:11:53,b5ad32ce1a6f274f,aware,pitcher,2024,pa_block,10,0.5955302900661776,0.5326314274251137,3107210
2025-10-24 01:11:53,b5ad32ce1a6f274f,aware,batter,2024,oppblock,10,0.5666328203253561,0.5283059695707915,207690
2025-10-24 01:11:53,b5ad32ce1a6f274f,aware,pitcher,2024,oppblock,10,0.5663338351381985,0.5112337479746645,340725
