Year,Kb,Kp,Group,Shrink,AccuracyPos,Accuracy,AUC,TestEdges
2024,100.0,300.0,batter,n_over_n_plus_k,0.4969,0.506675,0.50159108,20000
2024,,,batter,se_based,0.48425,0.51055,0.5056210725,20000
2024,100.0,300.0,pitcher,n_over_n_plus_k,0.5843,0.52785,0.5337951975,20000
2024,,,pitcher,se_based,0.60605,0.5327,0.5407113450000001,20000
2024,100.0,350.0,batter,n_over_n_plus_k,0.4969,0.506675,0.50159108,20000
2024,100.0,350.0,pitcher,n_over_n_plus_k,0.5838,0.527875,0.53372802,20000
2024,100.0,400.0,batter,n_over_n_plus_k,0.4969,0.506675,0.50159108,20000
2024,100.0,400.0,pitcher,n_over_n_plus_k,0.58385,0.5282,0.5336753200000001,20000
2024,100.0,450.0,batter,n_over_n_plus_k,0.4969,0.506675,0.50159108,20000
2024,100.0,450.0,pitcher,n_over_n_plus_k,0.58315,0.5277,0.5336374975,20000
2024,125.0,300.0,batter,n_over_n_plus_k,0.4999,0.5055,0.500771985,20000
2024,125.0,300.0,pitcher,n_over_n_plus_k,0.5843,0.52785,0.5337951975,20000
2024,125.0,350.0,batter,n_over_n_plus_k,0.4999,0.5055,0.500771985,20000
2024,125.0,350.0,pitcher,n_over_n_plus_k,0.5838,0.527875,0.53372802,20000
2024,125.0,400.0,batter,n_over_n_plus_k,0.4999,0.5055,0.500771985,20000
2024,125.0,400.0,pitcher,n_over_n_plus_k,0.58385,0.5282,0.5336753200000001,20000
2024,125.0,450.0,batter,n_over_n_plus_k,0.4999,0.5055,0.500771985,20000
2024,125.0,450.0,pitcher,n_over_n_plus_k,0.58315,0.5277,0.5336374975,20000
2024,150.0,300.0,batter,n_over_n_plus_k,0.50335,0.50425,0.5001868274999999,20000
2024,150.0,300.0,pitcher,n_over_n_plus_k,0.5843,0.52785,0.5337951975,20000
2024,150.0,350.0,batter,n_over_n_plus_k,0.50335,0.50425,0.5001868274999999,20000
2024,150.0,350.0,pitcher,n_over_n_plus_k,0.5838,0.527875,0.53372802,20000
2024,150.0,400.0,batter,n_over_n_plus_k,0.50335,0.50425,0.5001868274999999,20000
2024,150.0,400.0,pitcher,n_over_n_plus_k,0.58385,0.5282,0.5336753200000001,20000
2024,150.0,450.0,batter,n_over_n_plus_k,0.50335,0.50425,0.5001868274999999,20000
2024,150.0,450.0,pitcher,n_over_n_plus_k,0.58315,0.5277,0.5336374975,20000
2024,175.0,300.0,batter,n_over_n_plus_k,0.50665,0.50335,0.4997664075,20000
2024,175.0,300.0,pitcher,n_over_n_plus_k,0.5843,0.52785,0.5337951975,20000
2024,175.0,350.0,batter,n_over_n_plus_k,0.50665,0.50335,0.4997664075,20000
2024,175.0,350.0,pitcher,n_over_n_plus_k,0.5838,0.527875,0.53372802,20000
2024,175.0,400.0,batter,n_over_n_plus_k,0.50665,0.50335,0.4997664075,20000
2024,175.0,400.0,pitcher,n_over_n_plus_k,0.58385,0.5282,0.5336753200000001,20000
2024,175.0,450.0,batter,n_over_n_plus_k,0.50665,0.50335,0.4997664075,20000
2024,175.0,450.0,pitcher,n_over_n_plus_k,0.58315,0.5277,0.5336374975,20000
2024,200.0,300.0,batter,n_over_n_plus_k,0.50915,0.502625,0.49945502750000004,20000
2024,200.0,300.0,pitcher,n_over_n_plus_k,0.5843,0.52785,0.5337951975,20000
2024,200.0,350.0,batter,n_over_n_plus_k,0.50915,0.502625,0.49945502750000004,20000
2024,200.0,350.0,pitcher,n_over_n_plus_k,0.5838,0.527875,0.53372802,20000
2024,200.0,400.0,batter,n_over_n_plus_k,0.50915,0.502625,0.49945502750000004,20000
2024,200.0,400.0,pitcher,n_over_n_plus_k,0.58385,0.5282,0.5336753200000001,20000
2024,200.0,450.0,batter,n_over_n_plus_k,0.50915,0.502625,0.49945502750000004,20000
2024,200.0,450.0,pitcher,n_over_n_plus_k,0.58315,0.5277,0.5336374975,20000
2024,225.0,300.0,batter,n_over_n_plus_k,0.51075,0.502,0.49922066,20000
2024,225.0,300.0,pitcher,n_over_n_plus_k,0.5843,0.52785,0.5337951975,20000
2024,225.0,350.0,batter,n_over_n_plus_k,0.51075,0.502,0.49922066,20000
2024,225.0,350.0,pitcher,n_over_n_plus_k,0.5838,0.527875,0.53372802,20000
2024,225.0,400.0,batter,n_over_n_plus_k,0.51075,0.502,0.49922066,20000
2024,225.0,400.0,pitcher,n_over_n_plus_k,0.58385,0.5282,0.5336753200000001,20000
2024,225.0,450.0,batter,n_over_n_plus_k,0.51075,0.502,0.49922066,20000
2024,225.0,450.0,pitcher,n_over_n_plus_k,0.58315,0.5277,0.5336374975,20000
