Year,Kb,Kp,Group,Shrink,AccuracyPos,Accuracy,AUC,TestEdges,OrientFrac,RankStd,AucMode
2024,200.0,300.0,batter,n_over_n_plus_k,0.4960280317757458,0.5031319749442005,0.5059927932989237,41667,0.4960280317757458,340.9836992602769,balanced-negatives
2024,200.0,300.0,pitcher,n_over_n_plus_k,0.604192589773243,0.5284800398178917,0.5343601707114012,68311,0.604192589773243,102.90877486885688,balanced-negatives
2024,200.0,350.0,batter,n_over_n_plus_k,0.4960280317757458,0.5031319749442005,0.5059927932989237,41667,0.4960280317757458,340.9836992602769,balanced-negatives
2024,200.0,350.0,pitcher,n_over_n_plus_k,0.6032703371345757,0.5279823161716268,0.5342653949335269,68311,0.6032703371345757,94.9157943304426,balanced-negatives
2024,200.0,400.0,batter,n_over_n_plus_k,0.4960280317757458,0.5031319749442005,0.5059927932989237,41667,0.4960280317757458,340.9836992602769,balanced-negatives
2024,200.0,400.0,pitcher,n_over_n_plus_k,0.6022163341189559,0.5275358287830657,0.5341757425992693,68311,0.6022163341189559,88.77725482444045,balanced-negatives
2024,200.0,450.0,batter,n_over_n_plus_k,0.4960280317757458,0.5031319749442005,0.5059927932989237,41667,0.4960280317757458,340.9836992602769,balanced-negatives
2024,200.0,450.0,pitcher,n_over_n_plus_k,0.6013087204110612,0.527426036802272,0.5340902457232339,68311,0.6013087204110612,83.96175383505089,balanced-negatives
2024,225.0,300.0,batter,n_over_n_plus_k,0.49425204598363215,0.5035279717762258,0.5064914106650139,41667,0.49425204598363215,329.81027251472693,balanced-negatives
2024,225.0,300.0,pitcher,n_over_n_plus_k,0.604192589773243,0.5284800398178917,0.5343601707114012,68311,0.604192589773243,102.90877486885688,balanced-negatives
2024,225.0,350.0,batter,n_over_n_plus_k,0.49425204598363215,0.5035279717762258,0.5064914106650139,41667,0.49425204598363215,329.81027251472693,balanced-negatives
2024,225.0,350.0,pitcher,n_over_n_plus_k,0.6032703371345757,0.5279823161716268,0.5342653949335269,68311,0.6032703371345757,94.9157943304426,balanced-negatives
2024,225.0,400.0,batter,n_over_n_plus_k,0.49425204598363215,0.5035279717762258,0.5064914106650139,41667,0.49425204598363215,329.81027251472693,balanced-negatives
2024,225.0,400.0,pitcher,n_over_n_plus_k,0.6022163341189559,0.5275358287830657,0.5341757425992693,68311,0.6022163341189559,88.77725482444045,balanced-negatives
2024,225.0,450.0,batter,n_over_n_plus_k,0.49425204598363215,0.5035279717762258,0.5064914106650139,41667,0.49425204598363215,329.81027251472693,balanced-negatives
2024,225.0,450.0,pitcher,n_over_n_plus_k,0.6013087204110612,0.527426036802272,0.5340902457232339,68311,0.6013087204110612,83.96175383505089,balanced-negatives
