Year,Kb,Kp,Group,Shrink,AccuracyPos,Accuracy,AUC,TestEdges
2024,100.0,300.0,batter,n_over_n_plus_k,0.5951,0.5233,0.5340812100000001,20000
2024,,,batter,se_based,0.5602,0.517625,0.515703695,20000
2024,100.0,300.0,pitcher,n_over_n_plus_k,0.5251,0.50725,0.51002566,20000
2024,,,pitcher,se_based,0.60935,0.53165,0.54246479,20000
2024,100.0,350.0,batter,n_over_n_plus_k,0.58815,0.529475,0.5339184025000001,20000
2024,100.0,350.0,pitcher,n_over_n_plus_k,0.45075,0.5105,0.5104353525,20000
2024,100.0,400.0,batter,n_over_n_plus_k,0.44325,0.51945,0.5208950175,20000
2024,100.0,400.0,pitcher,n_over_n_plus_k,0.5411,0.513175,0.5145127700000001,20000
2024,100.0,450.0,batter,n_over_n_plus_k,0.54765,0.51655,0.5210841049999999,20000
2024,100.0,450.0,pitcher,n_over_n_plus_k,0.53025,0.511275,0.5080598575,20000
2024,125.0,300.0,batter,n_over_n_plus_k,0.44615,0.513575,0.5146033975,20000
2024,125.0,300.0,pitcher,n_over_n_plus_k,0.53785,0.510225,0.510041255,20000
2024,125.0,350.0,batter,n_over_n_plus_k,0.63175,0.54605,0.5516518125000001,20000
2024,125.0,350.0,pitcher,n_over_n_plus_k,0.54425,0.52035,0.524899545,20000
2024,125.0,400.0,batter,n_over_n_plus_k,0.49405,0.5084,0.5009805150000001,20000
2024,125.0,400.0,pitcher,n_over_n_plus_k,0.4383,0.513325,0.5210744700000001,20000
2024,125.0,450.0,batter,n_over_n_plus_k,0.5815,0.518,0.53022357,20000
2024,125.0,450.0,pitcher,n_over_n_plus_k,0.5015,0.502625,0.49985127500000004,20000
2024,150.0,300.0,batter,n_over_n_plus_k,0.5759,0.521225,0.5286930925,20000
2024,150.0,300.0,pitcher,n_over_n_plus_k,0.53835,0.516475,0.5155724724999999,20000
2024,150.0,350.0,batter,n_over_n_plus_k,0.6582,0.5533,0.5611116300000001,20000
2024,150.0,350.0,pitcher,n_over_n_plus_k,0.5849,0.514625,0.51854526,20000
2024,150.0,400.0,batter,n_over_n_plus_k,0.53785,0.50925,0.5088506925,20000
2024,150.0,400.0,pitcher,n_over_n_plus_k,0.50605,0.501325,0.49904822000000004,20000
2024,150.0,450.0,batter,n_over_n_plus_k,0.6522,0.542475,0.54801946,20000
2024,150.0,450.0,pitcher,n_over_n_plus_k,0.4986,0.505375,0.5041030875,20000
2024,175.0,300.0,batter,n_over_n_plus_k,0.6021,0.52985,0.5353075625,20000
2024,175.0,300.0,pitcher,n_over_n_plus_k,0.53975,0.5085,0.5133345975,20000
2024,175.0,350.0,batter,n_over_n_plus_k,0.51575,0.507875,0.5105622249999999,20000
2024,175.0,350.0,pitcher,n_over_n_plus_k,0.65725,0.5416,0.5501392875,20000
2024,175.0,400.0,batter,n_over_n_plus_k,0.65875,0.545375,0.5541324087499999,20000
2024,175.0,400.0,pitcher,n_over_n_plus_k,0.6173,0.535975,0.5332829775000001,20000
2024,175.0,450.0,batter,n_over_n_plus_k,0.5234,0.509675,0.5134887075000001,20000
2024,175.0,450.0,pitcher,n_over_n_plus_k,0.64545,0.548575,0.5506336025,20000
2024,200.0,300.0,batter,n_over_n_plus_k,0.49485,0.513825,0.51078497,20000
2024,200.0,300.0,pitcher,n_over_n_plus_k,0.4624,0.5169,0.5199498675,20000
2024,200.0,350.0,batter,n_over_n_plus_k,0.57295,0.523425,0.5307005225,20000
2024,200.0,350.0,pitcher,n_over_n_plus_k,0.53505,0.513475,0.5152282349999999,20000
2024,200.0,400.0,batter,n_over_n_plus_k,0.5844,0.516925,0.5261738525,20000
2024,200.0,400.0,pitcher,n_over_n_plus_k,0.4737,0.5089,0.5159233475,20000
2024,200.0,450.0,batter,n_over_n_plus_k,0.43005,0.519125,0.5201763100000001,20000
2024,200.0,450.0,pitcher,n_over_n_plus_k,0.5748,0.5256,0.5245619724999999,20000
2024,225.0,300.0,batter,n_over_n_plus_k,0.49455,0.50695,0.501944135,20000
2024,225.0,300.0,pitcher,n_over_n_plus_k,0.49265,0.5006,0.49959331250000005,20000
2024,225.0,350.0,batter,n_over_n_plus_k,0.49725,0.506875,0.5021751125,20000
2024,225.0,350.0,pitcher,n_over_n_plus_k,0.4822,0.5138,0.51573253,20000
2024,225.0,400.0,batter,n_over_n_plus_k,0.40185,0.53115,0.5200964875,20000
2024,225.0,400.0,pitcher,n_over_n_plus_k,0.4679,0.50785,0.51112889,20000
2024,225.0,450.0,batter,n_over_n_plus_k,0.6218,0.5341,0.540556725,20000
2024,225.0,450.0,pitcher,n_over_n_plus_k,0.57385,0.524525,0.528017515,20000
