Year,Kb,Kp,Group,Shrink,AccuracyPos,Accuracy,AUC,TestEdges
2024,100.0,300.0,batter,n_over_n_plus_k,0.5243958048335613,0.504499964000288,0.5114347438593665,41667
2024,,,batter,se_based,0.5118919048647611,0.5002879976960184,0.4975817329324278,41667
2024,100.0,300.0,pitcher,n_over_n_plus_k,0.6580638550160296,0.5476350807337033,0.5521774585975744,68311
2024,,,pitcher,se_based,0.6070179034123347,0.5281433444101243,0.5367003140840019,68311
2024,100.0,350.0,batter,n_over_n_plus_k,0.602923176614587,0.5292077663378693,0.5356086986425428,41667
2024,100.0,350.0,pitcher,n_over_n_plus_k,0.6445228440514705,0.5425334133594882,0.5498536890075867,68311
2024,100.0,400.0,batter,n_over_n_plus_k,0.5218998248014016,0.5077639378884969,0.5107110753741085,41667
2024,100.0,400.0,pitcher,n_over_n_plus_k,0.44222745970634303,0.5166517837537147,0.5181262040203667,68311
2024,100.0,450.0,batter,n_over_n_plus_k,0.6675066599467204,0.5530755753953969,0.5551088931341829,41667
2024,100.0,450.0,pitcher,n_over_n_plus_k,0.5456807834755749,0.5139874983531203,0.5169072151053529,68311
2024,125.0,300.0,batter,n_over_n_plus_k,0.4518203854369165,0.5137758897928817,0.5158708630251758,41667
2024,125.0,300.0,pitcher,n_over_n_plus_k,0.47399393948266016,0.5090029424250853,0.507331680067568,68311
2024,125.0,350.0,batter,n_over_n_plus_k,0.6783305733554131,0.5537835697314422,0.557751974300715,41667
2024,125.0,350.0,pitcher,n_over_n_plus_k,0.5954531481020626,0.5253692670287362,0.5339057378921366,68311
2024,125.0,400.0,batter,n_over_n_plus_k,0.6251229990160079,0.5370197038423693,0.5501625642117622,41667
2024,125.0,400.0,pitcher,n_over_n_plus_k,0.5965364289792273,0.5260280189134986,0.5356778904936064,68311
2024,125.0,450.0,batter,n_over_n_plus_k,0.5551635586915304,0.5178438572491421,0.5228155677814553,41667
2024,125.0,450.0,pitcher,n_over_n_plus_k,0.48055218046873854,0.5070706035631157,0.5021019916424647,68311
2024,150.0,300.0,batter,n_over_n_plus_k,0.4561643506851945,0.5121319029447764,0.5139440258226944,41667
2024,150.0,300.0,pitcher,n_over_n_plus_k,0.523063635432068,0.5048820834126275,0.5122567942562158,68311
2024,150.0,350.0,batter,n_over_n_plus_k,0.623515011879905,0.535375716994264,0.5415685749321407,41667
2024,150.0,350.0,pitcher,n_over_n_plus_k,0.6249798714701879,0.5407913805975612,0.5367265173007714,68311
2024,150.0,400.0,batter,n_over_n_plus_k,0.5402356781145751,0.5105959152326781,0.5147458418575865,41667
2024,150.0,400.0,pitcher,n_over_n_plus_k,0.4960694470875847,0.501946977792742,0.4997670450034975,68311
2024,150.0,450.0,batter,n_over_n_plus_k,0.6861545107639139,0.5586075311397509,0.5646304752522596,41667
2024,150.0,450.0,pitcher,n_over_n_plus_k,0.6303962758560114,0.5404254073282487,0.5413240007923457,68311
2024,175.0,300.0,batter,n_over_n_plus_k,0.5037319701442389,0.5001919984640123,0.49930145824871275,41667
2024,175.0,300.0,pitcher,n_over_n_plus_k,0.5320372999956083,0.5070925619592745,0.5079872524085398,68311
2024,175.0,350.0,batter,n_over_n_plus_k,0.5715554275565795,0.5183358533131734,0.5243582784579858,41667
2024,175.0,350.0,pitcher,n_over_n_plus_k,0.6105458857285064,0.5316859656570684,0.5382446102739838,68311
2024,175.0,400.0,batter,n_over_n_plus_k,0.6108671130630955,0.5310437516499869,0.5413016371871617,41667
2024,175.0,400.0,pitcher,n_over_n_plus_k,0.4893794557245539,0.5025984102121182,0.5032577902051807,68311
2024,175.0,450.0,batter,n_over_n_plus_k,0.4434924520603835,0.5170878632970937,0.5164113376415475,41667
2024,175.0,450.0,pitcher,n_over_n_plus_k,0.6522961162916661,0.5461565487256811,0.5522242346648818,68311
2024,200.0,300.0,batter,n_over_n_plus_k,0.5680754553963568,0.5164638682890537,0.5269231089725334,41667
2024,200.0,300.0,pitcher,n_over_n_plus_k,0.50501383378958,0.5022690342697369,0.5067839983457749,68311
2024,200.0,350.0,batter,n_over_n_plus_k,0.6137470900232798,0.5352077183382533,0.5426231368750821,41667
2024,200.0,350.0,pitcher,n_over_n_plus_k,0.5771544846364421,0.5215777839586596,0.5253095022346705,68311
2024,200.0,400.0,batter,n_over_n_plus_k,0.5842513259893921,0.5250917992656059,0.5325020710367833,41667
2024,200.0,400.0,pitcher,n_over_n_plus_k,0.5973854869640322,0.5298560993105064,0.5299783459867093,68311
2024,200.0,450.0,batter,n_over_n_plus_k,0.6531787745698034,0.5454676362589099,0.5514214300858277,41667
2024,200.0,450.0,pitcher,n_over_n_plus_k,0.5651652003337676,0.5194185416697165,0.5234929310614275,68311
2024,225.0,300.0,batter,n_over_n_plus_k,0.5481316149470804,0.5117839057287542,0.5204074741511076,41667
2024,225.0,300.0,pitcher,n_over_n_plus_k,0.5912371360395837,0.5254863784749162,0.5337018040278226,68311
2024,225.0,350.0,batter,n_over_n_plus_k,0.43804449564403486,0.5210598315213478,0.5203967693623848,41667
2024,225.0,350.0,pitcher,n_over_n_plus_k,0.47743408821419686,0.5080294535287143,0.5091435672158464,68311
2024,225.0,400.0,batter,n_over_n_plus_k,0.5146998824009408,0.5027839777281782,0.5076313044906398,41667
2024,225.0,400.0,pitcher,n_over_n_plus_k,0.517222702053842,0.5055115574358449,0.5061279256182861,68311
2024,225.0,450.0,batter,n_over_n_plus_k,0.4990520075839393,0.5020879832961336,0.5004409984159972,41667
2024,225.0,450.0,pitcher,n_over_n_plus_k,0.4864955863623721,0.5047869303626064,0.5070965654800059,68311
