,winner,loser,who_won,score
0,A. j. Ellis,Drew Pomeranz,batter,6
1,A. j. Pierzynski,Chase Anderson,batter,6
2,A. j. Pierzynski,Ervin Santana,batter,6
3,A. j. Pierzynski,Ross Stripling,batter,3
4,A. j. Pierzynski,Ryan Vogelsong,batter,3
5,A. j. Pierzynski,Steven Wright,batter,1
6,A. j. Reed,Chris Tillman,batter,2
7,A. j. Reed,Daniel Mengden,batter,5
8,A. j. Reed,Lucas Harrell,batter,2
9,A. j. Reed,Ubaldo Jimenez,batter,2
10,A. j. Reed,Yu Darvish,batter,3
11,A.J. Achter,Carlos Correa,pitcher,1
12,A.J. Achter,Jose Altuve,pitcher,1
13,A.J. Achter,Teoscar Hernandez,pitcher,1
14,A.J. Cole,Adam Jones,pitcher,1
15,A.J. Cole,Alec Asher,pitcher,1
16,A.J. Cole,Andrew Mccutchen,pitcher,6
17,A.J. Cole,Cameron Rupp,pitcher,6
18,A.J. Cole,Carlos Gonzalez,pitcher,1
19,A.J. Cole,Curtis Granderson,pitcher,6
20,A.J. Cole,Dee Strange-gordon,pitcher,1
21,A.J. Cole,Dj Lemahieu,pitcher,6
22,A.J. Cole,Giancarlo Stanton,pitcher,1
23,A.J. Cole,Hyun soo Kim,pitcher,1
24,A.J. Cole,J. j. Hardy,pitcher,6
25,A.J. Cole,J. t. Realmuto,pitcher,1
26,A.J. Cole,James Loney,pitcher,1
27,A.J. Cole,Jorge De la rosa,pitcher,1
28,A.J. Cole,Jose Reyes,pitcher,1
29,A.J. Cole,Josh Bell,pitcher,1
30,A.J. Cole,Marcell Ozuna,pitcher,1
31,A.J. Cole,Noah Syndergaard,pitcher,1
32,A.J. Cole,Odubel Herrera,pitcher,6
33,A.J. Cole,Rene Rivera,pitcher,6
34,A.J. Cole,Wei-yin Chen,pitcher,6
35,A.J. Cole,Yoenis Céspedes,pitcher,6
36,A.J. Griffin,Adalberto Mondesi,pitcher,1
37,A.J. Griffin,Adam Jones,pitcher,1
38,A.J. Griffin,Albert Pujols,pitcher,1
39,A.J. Griffin,Alcides Escobar,pitcher,1
40,A.J. Griffin,Alex Bregman,pitcher,6
41,A.J. Griffin,Andrelton Simmons,pitcher,2
42,A.J. Griffin,Andrew Romine,pitcher,1
43,A.J. Griffin,Ben Gamel,pitcher,1
44,A.J. Griffin,Brad Miller,pitcher,1
45,A.J. Griffin,Brett Gardner,pitcher,1
46,A.J. Griffin,Brian Dozier,pitcher,1
47,A.J. Griffin,Bryce Brentz,pitcher,6
48,A.J. Griffin,Carlos Correa,pitcher,1
49,A.J. Griffin,Cheslor Cuthbert,pitcher,1
50,A.J. Griffin,Christian Vazquez,pitcher,1
51,A.J. Griffin,Corey Dickerson,pitcher,1
52,A.J. Griffin,Cristhian Adames,pitcher,6
53,A.J. Griffin,David Ortiz,pitcher,1
54,A.J. Griffin,Didi Gregorius,pitcher,6
55,A.J. Griffin,Dj Lemahieu,pitcher,1
56,A.J. Griffin,Dustin Ackley,pitcher,1
57,A.J. Griffin,Eduardo Escobar,pitcher,1
58,A.J. Griffin,Eric Hosmer,pitcher,6
59,A.J. Griffin,Evan Longoria,pitcher,1
60,A.J. Griffin,Francisco Lindor,pitcher,6
61,A.J. Griffin,George Springer,pitcher,8
62,A.J. Griffin,Hernan Perez,pitcher,1
63,A.J. Griffin,Ian Kinsler,pitcher,7
64,A.J. Griffin,J. d. Martinez,pitcher,1
65,A.J. Griffin,Jackie Bradley,pitcher,6
66,A.J. Griffin,Jacoby Ellsbury,pitcher,7
67,A.J. Griffin,James Mccann,pitcher,6
68,A.J. Griffin,Jarrod Dyson,pitcher,12
69,A.J. Griffin,Jason Castro,pitcher,1
70,A.J. Griffin,Jett Bandy,pitcher,1
71,A.J. Griffin,Ji-man Choi,pitcher,1
72,A.J. Griffin,Joe Mauer,pitcher,1
73,A.J. Griffin,Jonathan Schoop,pitcher,6
74,A.J. Griffin,Jose Altuve,pitcher,2
75,A.J. Griffin,Jose Bautista,pitcher,6
76,A.J. Griffin,Josh Donaldson,pitcher,6
77,A.J. Griffin,Josh Thole,pitcher,1
78,A.J. Griffin,Kyle Seager,pitcher,2
79,A.J. Griffin,Leonys Martín,pitcher,6
