,winner,loser,who_won,score
0,A. j. Pierzynski,A.J. Burnett,batter,6
1,A. j. Pierzynski,Brian Bannister,batter,2
2,A. j. Pierzynski,Carlos Silva,batter,1
3,A. j. Pierzynski,Ervin Santana,batter,3
4,A. j. Pierzynski,Francisco Liriano,batter,3
5,A. j. Pierzynski,Jake Arrieta,batter,2
6,A. j. Pierzynski,James Shields,batter,6
7,A. j. Pierzynski,Justin Masterson,batter,3
8,A. j. Pierzynski,Randy Wells,batter,3
9,A. j. Pierzynski,Rich Harden,batter,6
10,A. j. Pierzynski,Ryan Rowland-Smith,batter,3
11,A.J. Burnett,Adam Jones,pitcher,7
12,A.J. Burnett,Adam Lind,pitcher,1
13,A.J. Burnett,Adam Moore,pitcher,6
14,A.J. Burnett,Alex Gonzalez,pitcher,6
15,A.J. Burnett,Alex Gordon,pitcher,1
16,A.J. Burnett,Alex Rios,pitcher,6
17,A.J. Burnett,Alexei Ramírez,pitcher,1
18,A.J. Burnett,Asdrubal Cabrera,pitcher,6
19,A.J. Burnett,Austin Kearns,pitcher,6
20,A.J. Burnett,B. j. Upton,pitcher,1
21,A.J. Burnett,Ben Zobrist,pitcher,1
22,A.J. Burnett,Billy Butler,pitcher,2
23,A.J. Burnett,Brian Roberts,pitcher,7
24,A.J. Burnett,Carl Crawford,pitcher,8
25,A.J. Burnett,Carlos Pena,pitcher,3
26,A.J. Burnett,Carlos Santana,pitcher,6
27,A.J. Burnett,Casey Blake,pitcher,6
28,A.J. Burnett,Casey Kotchman,pitcher,2
29,A.J. Burnett,Coco Crisp,pitcher,7
30,A.J. Burnett,Dan Johnson,pitcher,1
31,A.J. Burnett,Daric Barton,pitcher,6
32,A.J. Burnett,David Murphy,pitcher,1
33,A.J. Burnett,David Ortiz,pitcher,1
34,A.J. Burnett,Denard Span,pitcher,1
35,A.J. Burnett,Dustin Pedroia,pitcher,7
36,A.J. Burnett,Elvis Andrus,pitcher,2
37,A.J. Burnett,Eric Patterson,pitcher,6
38,A.J. Burnett,Evan Longoria,pitcher,1
39,A.J. Burnett,Felix Pie,pitcher,6
40,A.J. Burnett,Fred Lewis,pitcher,3
41,A.J. Burnett,Gordon Beckham,pitcher,6
42,A.J. Burnett,Gregor Blanco,pitcher,1
43,A.J. Burnett,Hideki Matsui,pitcher,1
44,A.J. Burnett,J. d. Drew,pitcher,1
45,A.J. Burnett,Jack Cust,pitcher,6
46,A.J. Burnett,Joe Mauer,pitcher,1
47,A.J. Burnett,Jose Bautista,pitcher,7
48,A.J. Burnett,Jose Lopez,pitcher,6
49,A.J. Burnett,Josh Hamilton,pitcher,3
50,A.J. Burnett,Josh Reddick,pitcher,6
51,A.J. Burnett,Juan Rivera,pitcher,1
52,A.J. Burnett,Julio Borbon,pitcher,1
53,A.J. Burnett,Justin Morneau,pitcher,1
54,A.J. Burnett,Kelly Johnson,pitcher,1
55,A.J. Burnett,Kevin Kouzmanoff,pitcher,1
56,A.J. Burnett,Kevin Youkilis,pitcher,1
57,A.J. Burnett,Lyle Overbay,pitcher,1
58,A.J. Burnett,Matt Kemp,pitcher,6
59,A.J. Burnett,Matt Wieters,pitcher,13
60,A.J. Burnett,Matthew Joyce,pitcher,1
61,A.J. Burnett,Michael Cuddyer,pitcher,4
62,A.J. Burnett,Michael Young,pitcher,13
63,A.J. Burnett,Nelson Cruz,pitcher,6
64,A.J. Burnett,Nick Markakis,pitcher,10
65,A.J. Burnett,Orlando Hudson,pitcher,1
66,A.J. Burnett,Placido Polanco,pitcher,6
67,A.J. Burnett,Rodrigo Lopez,pitcher,6
68,A.J. Burnett,Ryan Howard,pitcher,1
69,A.J. Burnett,Ryan Sweeney,pitcher,1
70,A.J. Burnett,Scott Podsednik,pitcher,1
71,A.J. Burnett,Shane Victorino,pitcher,1
72,A.J. Burnett,Shin-soo Choo,pitcher,1
